lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value	Stg IV $estimate	Stg IV $p.value
ENSG00000251562	ENSG00000135454	0.01551322	0.8949053	-0.04240065	0.5763315	0.2479726	0.004769748	0.08317256	0.5134985
ENSG00000245694	ENSG00000204463	-0.008595001	0.9416581	0.007930062	0.9168074	0.1228499	0.1671277	-0.09384382	0.4607674
ENSG00000268388	ENSG00000204463	0.05156366	0.6604105	0.1513375	0.04496562	0.002131964	0.9809453	0.2642187	0.03488078
ENSG00000245532	ENSG00000175866	-0.1855353	0.1110109	-0.1207079	0.1105332	0.06697101	0.4525916	-0.1418385	0.2635639
ENSG00000245532	ENSG00000007516	-0.07444469	0.5255829	-0.05742182	0.4490599	0.06271267	0.4819029	-0.02383529	0.8516993
ENSG00000228223	ENSG00000156127	0.03493997	0.7660103	0.03181233	0.6751159	0.07007607	0.4318618	0.1870204	0.1389357
ENSG00000176124	ENSG00000156127	-0.0183042	0.8761358	-0.07856371	0.2999962	-0.1323894	0.1363064	-0.02421295	0.8493768
ENSG00000231074	ENSG00000156127	-0.1028491	0.3799051	-0.1099229	0.1464167	-0.1105216	0.2142544	-0.1143209	0.3683887
ENSG00000268388	ENSG00000187244	0.07410903	0.5274567	0.1013609	0.1807099	0.1655328	0.06185667	0.07957766	0.5319274
ENSG00000251562	ENSG00000187244	-0.1296018	0.2677691	-0.06192643	0.4142274	0.01598277	0.857889	-0.07919011	0.5339335
ENSG00000245532	ENSG00000185825	-0.1424247	0.222866	-0.2359055	0.001621857	-0.2482176	0.004727086	-0.2434859	0.05252774
ENSG00000247400	ENSG00000119866	0.4739187	1.748507e-05	0.5746466	7.46355e-17	0.3228441	0.0002017878	-0.006605704	0.9586844
ENSG00000176124	ENSG00000119866	0.6100017	6.267897e-09	0.4577172	1.693572e-10	0.4986855	2.089595e-09	0.07389809	0.5616939
ENSG00000228223	ENSG00000119866	0.5351346	7.563127e-07	0.2138649	0.004370925	0.2063051	0.01947188	0.1143592	0.3682272
ENSG00000251562	ENSG00000171791	0.07390306	0.5286081	0.03443198	0.6500653	0.3168529	0.0002684655	0.2170729	0.08489452
ENSG00000245532	ENSG00000171552	-0.2645698	0.02180221	-0.1281426	0.09009719	-0.1341432	0.1311453	-0.1645083	0.1939444
ENSG00000245694	ENSG00000171552	-0.02876015	0.8065049	-0.1491975	0.04812086	-0.06864918	0.4413196	-0.1954384	0.1217047
ENSG00000251562	ENSG00000171552	-0.2676297	0.02026903	-0.1348964	0.0742582	-0.117018	0.1883605	-0.1809751	0.1523977
ENSG00000268388	ENSG00000171552	0.1970092	0.09023852	0.1092517	0.1489124	-0.05332052	0.5499997	0.1315026	0.3002989
ENSG00000228223	ENSG00000069399	-0.4348135	9.692757e-05	-0.08839494	0.2433637	-0.1562995	0.0780988	-0.2026911	0.1082098
ENSG00000176124	ENSG00000069399	-0.2626247	0.02282737	-0.2511913	0.0007716582	-0.2986689	0.0006161324	-0.2109596	0.09426761
ENSG00000228223	ENSG00000145734	0.4000492	0.0003764537	0.2473792	0.0009327234	0.3538281	4.18201e-05	0.165922	0.1900883
ENSG00000245694	ENSG00000147439	0.04284166	0.7151445	0.01616124	0.8314133	-0.006219813	0.9444488	0.01516351	0.9053355
ENSG00000245694	ENSG00000166619	0.166895	0.1523913	0.1043697	0.1680419	0.1556604	0.07933936	-0.08381991	0.5102147
ENSG00000268388	ENSG00000166619	0.317779	0.00546559	0.07971076	0.2929731	0.1121772	0.2074264	-0.0726849	0.5681525
ENSG00000245694	ENSG00000176171	-0.03435786	0.7697999	-0.0799931	0.2912613	0.1324172	0.1362234	-0.07350219	0.5637977
ENSG00000245532	ENSG00000106009	-0.2373671	0.0403119	-0.1435424	0.05735564	-0.1835974	0.03803672	-0.2573454	0.04008205
ENSG00000228223	ENSG00000185024	-0.2924959	0.01088101	0.03189447	0.6743249	0.2176571	0.0135864	-0.02358261	0.8532539
ENSG00000247400	ENSG00000185024	-0.2625892	0.02284647	-0.09035581	0.2330241	0.0492878	0.5806102	-0.1744593	0.1679669
ENSG00000268388	ENSG00000136492	0.2030671	0.08058005	-0.0564393	0.4568705	0.03103909	0.7279858	0.05709533	0.6540622
ENSG00000245532	ENSG00000160469	-0.006421292	0.9563962	-0.03622484	0.633142	0.04108404	0.6451949	-0.02428201	0.8489522
ENSG00000268388	ENSG00000152242	0.05485775	0.6401745	-0.009641188	0.8989433	0.113164	0.203432	0.07519496	0.5548284
ENSG00000245694	ENSG00000198535	0.01895319	0.8717807	0.09983287	0.1874062	0.1182831	0.1835953	-0.09998452	0.4318183
ENSG00000245532	ENSG00000146540	-0.2751063	0.01690514	-0.1525199	0.04329781	-0.2000229	0.02359078	-0.180869	0.1526423
ENSG00000268388	ENSG00000102547	0.2055432	0.07687704	0.149481	0.04769248	0.1519309	0.08689788	0.01413898	0.9117052
ENSG00000245694	ENSG00000102547	0.3450806	0.002429288	0.1793042	0.01726016	0.3462083	6.254592e-05	0.2856441	0.02213687
ENSG00000245532	ENSG00000167535	0.1020282	0.3837404	-0.0766871	0.3117243	0.05592996	0.5306206	-0.1761208	0.1638904
ENSG00000251562	ENSG00000167535	0.0002088521	0.9985811	-0.09503139	0.209627	-0.009695031	0.9135092	-0.166341	0.1889561
ENSG00000268388	ENSG00000167535	-0.02034735	0.8624381	0.08300236	0.273431	0.07160784	0.4218391	0.02504293	0.844277
ENSG00000245532	ENSG00000075461	0.0009713892	0.9934006	-0.04562954	0.5476108	-0.04041989	0.6505501	-0.01218841	0.923847
ENSG00000251562	ENSG00000075461	-0.02308842	0.8441254	-0.04043727	0.594133	-0.04517752	0.612597	-0.02548989	0.8415334
ENSG00000268388	ENSG00000172137	0.3400184	0.002838947	0.01064473	0.8884893	-0.07913509	0.3745827	0.1009334	0.4274388
ENSG00000117242	ENSG00000135387	0.120124	0.3046304	0.1897144	0.01167369	0.153452	0.08374863	0.1004862	0.4294995
ENSG00000245694	ENSG00000198286	-0.02838986	0.8089486	-0.08781099	0.2465037	0.05079593	0.5690708	0.005774009	0.9638825
ENSG00000268388	ENSG00000204397	-0.2462286	0.03321369	-0.03309631	0.662791	0.1033043	0.2458871	-0.1504772	0.2352815
ENSG00000251562	ENSG00000134905	-0.02306894	0.8442553	-0.06877095	0.3644475	-0.1244303	0.161692	-0.0426512	0.7378989
ENSG00000245694	ENSG00000134905	-0.05538279	0.6369727	-0.1123359	0.1377062	-0.03630434	0.6841243	0.03436172	0.7875023
ENSG00000268388	ENSG00000134905	0.07016347	0.5497294	0.009864715	0.8966132	-0.07705217	0.3873241	-0.1645277	0.1938912
ENSG00000245694	ENSG00000137752	-0.2570696	0.02598359	-0.07064071	0.3515217	-0.1637904	0.06468985	-0.02130133	0.8673142
ENSG00000268388	ENSG00000165806	-0.1211466	0.3005017	-0.01114076	0.8833291	0.07545374	0.3972767	-0.02287494	0.8576109
ENSG00000245694	ENSG00000135736	-0.1036002	0.3764168	-0.150251	0.04654524	0.009707775	0.913396	-0.1659962	0.1898873
ENSG00000268388	ENSG00000135736	0.2813356	0.01448037	0.2767602	0.0002005087	0.4687064	2.40798e-08	0.2157862	0.08680361
ENSG00000245694	ENSG00000100147	0.2208457	0.05690517	0.1598381	0.03408834	0.07569793	0.3957465	0.1200211	0.3448297
ENSG00000251562	ENSG00000166510	-0.07843515	0.503565	0.181354	0.01600517	0.01966634	0.825608	0.3276693	0.00821527
ENSG00000245694	ENSG00000271503	-0.1410023	0.2275688	-0.06524636	0.3896016	-0.05185809	0.5610091	0.0691115	0.5873746
ENSG00000251562	ENSG00000134057	-0.2163595	0.06226458	-0.02917627	0.7006888	-0.1014585	0.2544717	-0.1476448	0.2443135
ENSG00000242808	ENSG00000134057	-0.1464878	0.2098088	0.1627433	0.03092332	0.06388152	0.4737572	-0.08148852	0.522091
ENSG00000245694	ENSG00000134057	-0.2855237	0.01302439	0.08246486	0.2765603	-0.07325989	0.411182	-0.1177033	0.3542936
ENSG00000268388	ENSG00000120217	-0.01986194	0.8656888	-0.1134059	0.133973	-0.01045055	0.9067984	-0.1571501	0.2149219
ENSG00000251562	ENSG00000169217	-0.27555	0.01672158	-0.01053224	0.8896602	-0.2159871	0.01434051	-0.2454729	0.05057061
ENSG00000245532	ENSG00000169217	-0.2351377	0.04228364	0.04961213	0.5131812	-0.1999598	0.02363568	-0.2233509	0.07605053
ENSG00000245532	ENSG00000167286	-0.1506614	0.1969709	-0.07124643	0.3473969	0.03651459	0.6823934	-0.03231695	0.799877
ENSG00000268388	ENSG00000130177	0.170972	0.1424809	0.08717058	0.2499795	0.0977633	0.2722711	-0.02144538	0.8664252
ENSG00000268388	ENSG00000184661	-0.05571293	0.6349628	-0.1388804	0.06602607	-0.04654631	0.6018594	-0.0403524	0.751558
ENSG00000251562	ENSG00000184661	-0.1105008	0.345279	0.1009952	0.1822964	0.04747309	0.5946373	0.09032163	0.4778378
ENSG00000251562	ENSG00000179242	0.1073054	0.3594921	0.02959333	0.6966196	0.08255019	0.3542541	0.005152016	0.967771
ENSG00000245532	ENSG00000179242	0.2191359	0.05890173	0.06869428	0.3649838	0.08906755	0.3174132	0.05552631	0.6629877
ENSG00000245694	ENSG00000089486	-0.1157597	0.3226631	-0.1338075	0.07664754	-0.1038269	0.2434935	-0.04819665	0.7052866
ENSG00000245694	ENSG00000147889	0.03853249	0.7427466	-0.09210136	0.2240832	-0.1030283	0.2471577	0.107379	0.3983638
ENSG00000251562	ENSG00000147889	-0.03067094	0.7939242	-0.001609068	0.9830904	0.006967224	0.937786	-0.07532809	0.5541259
ENSG00000240498	ENSG00000147889	0.1198577	0.3057117	0.06301509	0.4060533	0.04544126	0.6105216	0.06655294	0.6013154
ENSG00000227848	ENSG00000165556	0.3312503	0.003696472	0.2107314	0.004995202	0.2474186	0.004867445	0.1920082	0.1285179
ENSG00000254389	ENSG00000165556	0.2732712	0.0176829	0.3068079	3.448993e-05	0.3594204	3.091801e-05	0.259193	0.03862451
ENSG00000258655	ENSG00000165556	-0.09718605	0.4068297	-0.08133033	0.2832446	-0.1784632	0.04385398	-0.4596844	0.0001327877
ENSG00000247400	ENSG00000165556	0.2963832	0.009824813	0.3475151	2.294587e-06	0.3202314	0.0002287094	0.04328029	0.7341748
ENSG00000228223	ENSG00000165556	0.2373878	0.04029391	0.2331352	0.001846499	0.2402079	0.006312532	-0.05064567	0.6910466
ENSG00000176124	ENSG00000165556	-0.001917031	0.9869766	0.09698764	0.2003556	0.03558237	0.6900806	-0.1181909	0.3522895
ENSG00000254389	ENSG00000245848	0.1989011	0.08712886	0.1813388	0.01601415	0.2635134	0.002652554	0.1401688	0.2692834
ENSG00000176124	ENSG00000245848	-0.1127093	0.3356635	-0.05849352	0.4406267	-0.1094833	0.2186174	-0.2267219	0.07161362
ENSG00000198221	ENSG00000245848	-0.06459644	0.5819071	0.04479257	0.5549878	-0.09946626	0.2639662	-0.1951919	0.122185
ENSG00000254389	ENSG00000172216	0.1166518	0.3189228	0.02628731	0.7291056	0.1379872	0.1203581	0.07559761	0.5527049
ENSG00000198221	ENSG00000172216	0.1603839	0.1692701	0.2259083	0.002572093	0.1370238	0.1229948	-0.06000144	0.6376581
ENSG00000228223	ENSG00000172216	0.1450467	0.2143763	0.07775692	0.3050021	-0.02826929	0.7514285	0.09709612	0.4453051
ENSG00000258655	ENSG00000172216	0.002075962	0.985897	0.006528063	0.9314757	-0.1586632	0.07364551	0.1886475	0.1354697
ENSG00000247400	ENSG00000172216	-0.004239193	0.9712058	0.01761573	0.8164978	0.01568491	0.8605104	-0.1570234	0.2152964
ENSG00000251562	ENSG00000159409	-0.05090563	0.6644827	0.01503335	0.8430216	-0.02557536	0.7744488	-0.04183423	0.7427442
ENSG00000245532	ENSG00000159409	-0.07431959	0.5262809	0.007654421	0.9196892	-0.04170047	0.6402407	-0.04555859	0.7207392
ENSG00000251562	ENSG00000100162	-0.1988495	0.08721257	-0.1042567	0.1685055	-0.09038328	0.3102883	-0.1175988	0.3547241
ENSG00000245694	ENSG00000114107	0.2108554	0.06939106	0.2382086	0.001454402	0.1964712	0.0262345	0.1714104	0.1756395
ENSG00000268388	ENSG00000111860	0.1240756	0.2888795	0.1291438	0.0875921	0.2650613	0.002497168	0.2044597	0.1051012
ENSG00000268388	ENSG00000143942	-0.1030364	0.3790337	-0.1017726	0.178936	-0.08201722	0.3573804	-0.06919412	0.5869269
ENSG00000251562	ENSG00000131165	-0.2549898	0.02725673	-0.1962513	0.009042289	-0.1889271	0.0326981	-0.2128745	0.09124837
ENSG00000245532	ENSG00000131165	-0.2806951	0.01471497	-0.1781888	0.01797831	-0.2189841	0.01301208	-0.2207173	0.07966683
ENSG00000251562	ENSG00000136213	-0.1304277	0.2647059	-0.1416114	0.06082577	0.05966164	0.5035151	-0.04158089	0.7442488
ENSG00000245694	ENSG00000136213	-0.1548452	0.1846768	-0.1227905	0.1044735	0.03849202	0.6661954	-0.2022536	0.1089895
ENSG00000245532	ENSG00000160161	-0.06962565	0.5528002	0.03894804	0.6077994	0.1324548	0.1361112	0.0466403	0.7143891
ENSG00000268388	ENSG00000109684	-0.01874551	0.873174	0.0320283	0.6730367	0.1516488	0.08749224	0.3022023	0.01522383
ENSG00000268388	ENSG00000133313	-0.2687184	0.01974619	-0.05180355	0.4947248	-0.07248549	0.4161577	-0.1612878	0.2029378
ENSG00000245694	ENSG00000198791	0.00835351	0.9432946	0.2284742	0.002289185	0.1603515	0.07059222	0.09634343	0.4488576
ENSG00000268388	ENSG00000198791	-0.007735262	0.9474852	0.01901986	0.8021608	0.1232706	0.1656676	0.1110607	0.3822918
ENSG00000268388	ENSG00000137161	-0.2048396	0.07791522	0.03812312	0.6154289	-0.1525008	0.08570705	0.003344629	0.9790741
ENSG00000245532	ENSG00000092758	-0.06810083	0.561551	-0.004895638	0.9485836	-0.02539804	0.7759712	-0.06483783	0.6107413
ENSG00000268388	ENSG00000118004	-0.01506802	0.8979049	0.08852668	0.2426592	0.1729732	0.05087714	-0.02161683	0.8653672
ENSG00000268388	ENSG00000188243	-0.01254253	0.9149467	0.0546967	0.4709076	0.09282981	0.2973194	0.02110825	0.8685062
ENSG00000251562	ENSG00000006695	-0.3178946	0.00544767	-0.03600578	0.6351998	-0.06429743	0.470877	-0.1253337	0.3237378
ENSG00000268388	ENSG00000240230	0.37255	0.0009964206	-0.03991017	0.5989542	0.08648065	0.3317282	0.04115038	0.7468077
ENSG00000251562	ENSG00000240230	0.008400573	0.9429756	-0.005823913	0.9388518	-0.1126136	0.2056532	-0.04566067	0.7201392
ENSG00000234663	ENSG00000111605	0.4437563	6.671987e-05	0.2895732	9.695082e-05	0.1422383	0.1092416	0.4216796	0.00051988
ENSG00000261474	ENSG00000111605	0.04248536	0.7174135	0.07313053	0.3347626	0.1085301	0.2226781	0.06626703	0.6028823
ENSG00000179523	ENSG00000111605	0.3598913	0.001517127	0.3303118	7.563937e-06	0.3967995	3.534024e-06	0.2297265	0.06783569
ENSG00000231074	ENSG00000111605	0.6050184	8.965562e-09	0.5831133	2.040502e-17	0.6118924	1.67833e-14	0.6845209	4.467563e-10
ENSG00000259456	ENSG00000111605	0.5057174	3.690813e-06	0.4654788	7.547473e-11	0.4637517	3.527703e-08	0.5641451	1.205807e-06
ENSG00000236778	ENSG00000111605	0.34462	0.002464241	0.2499255	0.000822055	0.3215409	0.0002148251	0.5061716	1.980446e-05
ENSG00000257913	ENSG00000111605	-0.1153564	0.324363	0.04034477	0.5949778	0.1362885	0.1250373	0.09671155	0.4471182
ENSG00000257913	ENSG00000149532	-0.09199723	0.4324509	0.03736795	0.6224497	0.04901845	0.5826825	0.05181012	0.6843127
ENSG00000179406	ENSG00000149532	0.09070249	0.4389837	0.1730062	0.0216659	0.2642472	0.002577834	0.2395891	0.05654523
ENSG00000231074	ENSG00000149532	0.0387591	0.7412867	0.2042826	0.006537207	0.4544587	7.104552e-08	0.2015536	0.1102463
ENSG00000196295	ENSG00000149532	-0.1555449	0.1826763	0.008985751	0.9057805	0.1581334	0.0746254	0.2123851	0.09201265
ENSG00000236778	ENSG00000149532	0.003719733	0.9747329	-0.03260061	0.6675388	0.09768326	0.2726657	0.05037181	0.6926339
ENSG00000228223	ENSG00000149532	-0.006963557	0.952718	0.1975734	0.008578991	0.4082631	1.720118e-06	-0.02369956	0.8525344
ENSG00000230002	ENSG00000149532	0.01942494	0.8686173	0.2594312	0.0005071663	0.2272474	0.009890573	0.1420958	0.2626897
ENSG00000259456	ENSG00000149532	-0.1483648	0.2039636	0.1315313	0.08184241	0.3214449	0.0002158161	0.1634841	0.1967731
ENSG00000179523	ENSG00000149532	0.3295613	0.00388593	0.4112309	1.431601e-08	0.451193	9.041826e-08	0.3281046	0.008125471
ENSG00000242622	ENSG00000149532	0.143244	0.2201882	0.2554266	0.0006229863	0.3293457	0.0001470278	0.4360546	0.0003160945
ENSG00000245648	ENSG00000149532	-0.08975676	0.4437904	-0.1261171	0.09534025	-0.06862159	0.4415036	-0.1334325	0.2931987
ENSG00000259891	ENSG00000149532	0.1920089	0.09887924	0.4250632	4.097806e-09	0.4540111	7.344394e-08	0.3420626	0.005665221
ENSG00000245694	ENSG00000157184	-0.2532182	0.02838246	-0.03131297	0.6799329	-0.1867974	0.03475	-0.04430412	0.728127
ENSG00000251562	ENSG00000241258	-0.04813394	0.681741	-0.1280871	0.09023787	-0.1198314	0.1778841	-0.1683214	0.18367
ENSG00000268388	ENSG00000006016	-0.1746044	0.1340668	0.06920902	0.361393	0.366345	2.11039e-05	0.3820591	0.001837357
ENSG00000245532	ENSG00000006016	-0.02862363	0.8074056	-0.0150548	0.8428005	-0.02867402	0.7479882	-0.02123	0.8677546
ENSG00000251562	ENSG00000006016	-0.004811238	0.9673223	-0.03801964	0.6163889	-0.01931446	0.82868	-0.02513899	0.8436872
ENSG00000245694	ENSG00000006016	-0.03370791	0.7740376	-0.01630226	0.8299645	0.04876879	0.5846063	0.1333613	0.2934588
ENSG00000245532	ENSG00000160741	-0.288	0.01222459	-0.1789666	0.01747483	-0.1187401	0.1818959	-0.1478062	0.2437926
ENSG00000245532	ENSG00000121671	-0.07846638	0.5033946	-0.1065233	0.1593891	0.07712308	0.3868861	-0.06070206	0.6337288
ENSG00000245694	ENSG00000121671	0.1939405	0.09546778	-0.03217855	0.6715916	0.2588596	0.003173694	0.03956078	0.7562795
ENSG00000251562	ENSG00000109846	0.2256101	0.05163127	-0.07354215	0.332042	-0.04977154	0.5768971	-0.03089102	0.8085359
ENSG00000245694	ENSG00000109846	-0.04070804	0.7287683	-0.1767389	0.01895058	0.06088873	0.4947626	-0.01656016	0.8966621
ENSG00000268388	ENSG00000109846	0.3162441	0.005708434	0.7248768	5.693793e-30	0.4299924	4.07451e-07	0.3571346	0.003767977
ENSG00000242622	ENSG00000101811	0.04685385	0.6897677	0.1542011	0.04101583	0.1298244	0.1441318	0.3593542	0.003542475
ENSG00000231074	ENSG00000101811	0.1349165	0.2484707	0.1001009	0.1862186	0.1752713	0.0478316	0.0501647	0.6938351
ENSG00000226824	ENSG00000101811	-0.0544032	0.6429517	0.2054323	0.006234568	0.04840354	0.5874262	0.2096035	0.09645254
ENSG00000261578	ENSG00000101811	0.1948501	0.09389353	0.1395512	0.06471632	-0.04272272	0.6320599	0.03863285	0.7618254
ENSG00000228801	ENSG00000101811	0.06584848	0.5745957	-0.04504981	0.5527154	0.1223601	0.1688394	0.1279273	0.3137455
ENSG00000246263	ENSG00000101811	-0.05038393	0.6677182	0.1635308	0.03010979	0.1647107	0.06318054	0.1065078	0.4022242
ENSG00000257913	ENSG00000101811	-0.1648595	0.1575274	0.008529192	0.9105473	0.05134215	0.5649183	0.004697849	0.9706108
ENSG00000179523	ENSG00000101811	0.03996729	0.7335181	0.2590056	0.0005184543	0.1788665	0.0433716	0.08765339	0.4909908
ENSG00000196295	ENSG00000101811	0.003093624	0.9789848	0.04749346	0.5313571	0.002455922	0.9780505	0.1420339	0.2628998
ENSG00000259456	ENSG00000101811	0.06896735	0.5565701	0.1009603	0.182448	0.1250701	0.1595294	-0.02160417	0.8654453
ENSG00000231074	ENSG00000177613	0.348088	0.0022118	0.2661434	0.0003566503	0.4405736	1.946728e-07	0.3209049	0.009726295
ENSG00000257913	ENSG00000177613	-0.3022381	0.008402868	-0.05818949	0.44301	-0.005076029	0.9546522	-0.008681693	0.9457172
ENSG00000259456	ENSG00000177613	0.1834386	0.1151774	0.1748982	0.02025032	0.3629742	2.54433e-05	0.3052761	0.01416946
ENSG00000196295	ENSG00000177613	0.1543862	0.1859978	0.1205885	0.1108888	0.1686988	0.05696845	0.2745963	0.02810102
ENSG00000228223	ENSG00000102974	0.1262206	0.2805585	0.2815262	0.000153646	0.5438886	3.250288e-11	0.1257492	0.3221235
ENSG00000245532	ENSG00000144579	-0.2827597	0.01397025	-0.2278638	0.002353792	-0.1406075	0.1134074	-0.2679315	0.03231352
ENSG00000245694	ENSG00000144579	0.1316683	0.2601488	-0.006285719	0.9340137	0.1804566	0.04151282	0.08916347	0.4835237
ENSG00000245694	ENSG00000174080	-0.04750145	0.6857026	-0.05633059	0.4577393	-0.04210955	0.6369617	0.06684898	0.599695
ENSG00000245532	ENSG00000172543	-0.1503841	0.1978059	-0.05002591	0.5096694	0.0722687	0.4175569	-0.01661627	0.8963139
ENSG00000251562	ENSG00000172543	-0.1398115	0.2315589	-0.06208	0.4130686	0.05482949	0.5387514	-0.03372887	0.7913268
ENSG00000245694	ENSG00000139842	0.2735342	0.01756958	0.05163643	0.4961198	0.2026165	0.02180762	0.155399	0.2201405
ENSG00000251562	ENSG00000139842	-0.04219211	0.7192829	0.06759821	0.372703	-0.06612	0.4583684	-0.03204487	0.8015274
ENSG00000245532	ENSG00000257923	-0.07717979	0.5104398	-0.1081832	0.1529514	-0.05982501	0.5023453	-0.1931084	0.1263017
ENSG00000268388	ENSG00000257923	0.1048633	0.3705938	0.2587547	0.0005252184	0.2550508	0.003666957	0.08709629	0.4937607
ENSG00000245694	ENSG00000257923	0.1836932	0.1146651	-0.002917679	0.9693435	0.271139	0.001963488	-0.1670058	0.1871695
ENSG00000268388	ENSG00000163739	-0.04473077	0.7031556	-0.03424072	0.6518815	-0.1140556	0.1998704	-0.1179527	0.3532677
