lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value	Stg IV $estimate	Stg IV $p.value
ENSG00000268388	ENSG00000161204	0.01422096	0.8174264	0.3305931	0.01201559	0.1521839	0.0928853	0.2802996	0.01027024
ENSG00000268388	ENSG00000118777	0.1039514	0.09064619	0.5412613	1.377893e-05	0.4558555	1.168491e-07	-0.04019027	0.7182911
ENSG00000268388	ENSG00000144827	0.008178238	0.8943855	-0.001419596	0.9916381	0.06369809	0.4839622	0.3046714	0.0051023
ENSG00000268388	ENSG00000100997	-0.05703131	0.3541725	0.1065564	0.4301646	-0.08824433	0.3317578	0.3118287	0.00410817
ENSG00000245694	ENSG00000248487	-0.03680041	0.5501253	0.05728294	0.6721178	0.03790688	0.6772163	-0.05510305	0.6207586
ENSG00000268388	ENSG00000114779	0.04141471	0.5012265	-0.06804417	0.6150174	-0.1024081	0.2596875	-0.08438197	0.4481806
ENSG00000245694	ENSG00000107362	0.1056632	0.08542943	0.3583848	0.006193144	0.1033217	0.2554379	-0.2796934	0.0104428
ENSG00000268388	ENSG00000136379	0.05403854	0.3800344	-0.1590145	0.2374157	-0.09302362	0.3061335	0.4124414	0.0001068448
ENSG00000251562	ENSG00000140526	0.01141242	0.8530248	0.8225425	4.263667e-15	-0.2396798	0.007583478	-0.1747252	0.1141388
ENSG00000268388	ENSG00000140526	0.08918872	0.1468729	-0.01583461	0.9069334	0.05167363	0.5702956	0.3202564	0.003161475
ENSG00000268388	ENSG00000011198	0.06856584	0.2651417	0.09472195	0.4833843	0.1293972	0.1537426	0.3214873	0.00304092
ENSG00000268388	ENSG00000127220	-0.06396425	0.2986294	0.1133818	0.4010418	-0.06607958	0.4677349	0.2049767	0.06304186
ENSG00000268388	ENSG00000138443	0.1018705	0.09732763	0.4072638	0.001665566	0.3176199	0.0003439015	0.2509453	0.02212025
ENSG00000245532	ENSG00000108798	-0.1638381	0.007414038	-0.206001	0.1242056	-0.1160119	0.2013141	0.02885268	0.7956909
ENSG00000245694	ENSG00000097007	0.04645457	0.4505548	0.03084344	0.8198344	-0.1325689	0.1438213	-0.1992561	0.07092851
ENSG00000251562	ENSG00000099204	-0.02934339	0.6337717	-0.1802857	0.1795966	-0.01340742	0.8829869	-0.2358007	0.03187075
ENSG00000268388	ENSG00000173210	0.05822386	0.3441827	0.2789239	0.03563475	0.1724949	0.05640997	-0.04970314	0.6554341
ENSG00000245532	ENSG00000159842	0.08006177	0.1930159	0.4565365	0.0003576938	-0.05684758	0.5322742	0.05372676	0.6295222
ENSG00000245694	ENSG00000159842	-0.02006306	0.7446435	-0.06023881	0.6562317	0.05385102	0.5541398	-0.09455214	0.3951838
ENSG00000268388	ENSG00000159842	0.02084017	0.7351154	0.07697613	0.5692698	-0.05646569	0.5350366	0.6389134	8.06133e-11
ENSG00000245694	ENSG00000146386	0.1634239	0.007567304	0.4350988	0.0007186944	0.1270451	0.1614257	-0.1427691	0.1978958
ENSG00000268388	ENSG00000146386	-0.06052666	0.3254043	-0.1247649	0.3551191	-0.1957433	0.03002445	-0.007013033	0.9498274
ENSG00000268388	ENSG00000166016	0.046934	0.4458895	0.08220273	0.5432553	-0.08527607	0.3483419	0.2508243	0.02218668
ENSG00000245694	ENSG00000151498	0.2321798	0.0001327753	0.1681482	0.2111935	0.3466384	8.578143e-05	-0.02170955	0.8455442
ENSG00000245694	ENSG00000177646	0.1114529	0.06954859	0.2646442	0.04665929	0.07376062	0.417482	0.09313198	0.4023525
ENSG00000268388	ENSG00000177646	0.06347765	0.3023279	0.2262448	0.0905908	0.1674494	0.06413576	0.1811938	0.1011467
ENSG00000251562	ENSG00000177646	-0.1021471	0.09641759	-0.02144416	0.8741958	-0.121577	0.180388	-0.08594665	0.4397784
ENSG00000268388	ENSG00000196177	-0.01651999	0.788559	0.4264613	0.0009400398	0.2040574	0.02358184	0.6086202	1.035445e-09
ENSG00000268388	ENSG00000131584	-0.02911351	0.6364337	0.3040913	0.02146339	0.1545121	0.08793585	-0.06156939	0.5803031
ENSG00000268388	ENSG00000120437	0.05965825	0.3324065	0.2432171	0.06829598	0.1627532	0.07208152	0.6585285	1.320777e-11
ENSG00000251562	ENSG00000107897	0.0250781	0.6838984	-0.05798536	0.6683294	-0.2110247	0.01913301	-0.1198114	0.2806451
ENSG00000268388	ENSG00000078124	-0.04921885	0.4240356	0.08284819	0.5400831	-0.05773915	0.5258529	0.1854877	0.09318158
ENSG00000251562	ENSG00000087085	-0.01972951	0.7487452	-0.06021415	0.6563636	-0.01578702	0.8624081	-0.1169418	0.2924094
ENSG00000245532	ENSG00000087085	-0.05737496	0.3512753	-0.1132658	0.401527	0.02230022	0.8065907	-0.09204297	0.4079011
ENSG00000268388	ENSG00000144648	-0.01674125	0.7857953	-0.0590412	0.6626505	-0.1810919	0.04501603	-0.08210457	0.4605683
ENSG00000268388	ENSG00000144476	0.2958149	9.00368e-07	0.3003534	0.02320318	0.4547446	1.265155e-07	-0.06559406	0.5557523
ENSG00000251562	ENSG00000131473	-0.03350811	0.5863865	-0.2029451	0.1300102	-0.2210173	0.01402459	-0.1829678	0.09779373
ENSG00000268388	ENSG00000131473	0.1756616	0.004055136	0.4470061	0.0004905465	0.08329481	0.3596958	0.02043211	0.8545301
ENSG00000251562	ENSG00000100412	-0.08051862	0.1904798	0.1122958	0.405597	-0.1218921	0.1792527	-0.207141	0.06025015
ENSG00000268388	ENSG00000177465	-0.03669165	0.5513054	-0.07129834	0.5981682	0.1221378	0.1783711	0.2775156	0.01108375
ENSG00000268388	ENSG00000097021	-0.07788198	0.2054563	0.008014362	0.9528187	-0.1064592	0.2412097	-0.004494864	0.9678306
ENSG00000251562	ENSG00000143727	-0.06476449	0.2926125	-0.05012964	0.7111451	-0.1813743	0.04467696	-0.2717983	0.01293218
ENSG00000268388	ENSG00000143727	0.06325348	0.3040419	0.2435298	0.06793063	0.168013	0.06323205	0.1714503	0.12119
ENSG00000245532	ENSG00000134575	-0.2386349	8.472581e-05	-0.3054613	0.02085402	-0.3274126	0.0002185659	-0.1421214	0.199959
ENSG00000251562	ENSG00000134575	-0.1579728	0.00986437	-0.2514537	0.05918523	-0.3485031	7.808601e-05	-0.2487433	0.02335617
ENSG00000245694	ENSG00000102575	-0.07004132	0.254971	0.1983168	0.1391884	-0.01017125	0.9110964	-0.1801991	0.1030657
ENSG00000268388	ENSG00000111644	-0.04850819	0.4307653	-0.01306401	0.9231631	-0.06743329	0.4586453	-0.1120172	0.3133462
ENSG00000268388	ENSG00000151726	0.04724926	0.4428368	0.09366651	0.4882935	0.1099906	0.2258657	0.4133722	0.0001027034
ENSG00000245694	ENSG00000123983	0.1529219	0.01252353	0.3065578	0.02037693	0.1427581	0.1152155	-0.2049668	0.06305482
ENSG00000268388	ENSG00000197142	-0.01578023	0.7978183	0.2994552	0.02363855	-0.07017939	0.4405103	-0.1774078	0.1086026
ENSG00000251562	ENSG00000131069	-0.08802724	0.1522296	-0.05518805	0.683464	-0.2196382	0.01464998	-0.198092	0.07262673
ENSG00000268388	ENSG00000107796	0.02042042	0.740257	0.1146163	0.3959003	0.05634589	0.5359048	-0.1143431	0.3033401
ENSG00000251562	ENSG00000107796	-0.07768271	0.2066218	-0.0837186	0.5358196	0.02416652	0.7907615	-0.1172254	0.2912326
ENSG00000245532	ENSG00000075624	-0.2318181	0.0001361093	-0.187818	0.1617933	-0.2031244	0.02424015	-0.09264464	0.40483
ENSG00000268388	ENSG00000075624	0.06523603	0.2891053	-0.05751959	0.6708406	-0.0665189	0.4647743	0.0663292	0.5513222
ENSG00000268388	ENSG00000072110	0.05852964	0.3416504	0.1897828	0.1573702	0.07111717	0.4344116	0.2840909	0.009246478
ENSG00000245532	ENSG00000130402	-0.1302215	0.03376274	-0.0516512	0.7027777	-0.06209165	0.4950763	-0.1387354	0.2109963
ENSG00000251562	ENSG00000130402	-0.1474793	0.01607691	-0.157771	0.2411514	-0.1540605	0.08887898	-0.2047044	0.06340043
ENSG00000268388	ENSG00000138107	-0.001156827	0.9850179	0.4027008	0.001898875	0.09742829	0.2836966	0.312472	0.004027898
ENSG00000245694	ENSG00000138107	0.01034078	0.8666909	0.2000157	0.1357647	-0.03879276	0.6701078	-0.1932186	0.08009381
ENSG00000251562	ENSG00000115073	-0.08354566	0.17429	-0.2101238	0.1166887	-0.09267839	0.3079398	-0.0112616	0.9195145
ENSG00000268388	ENSG00000138071	0.08922728	0.1466975	0.2133807	0.1110003	0.01459517	0.8727046	0.04457423	0.6890601
ENSG00000268388	ENSG00000115091	0.03737761	0.543883	0.1678808	0.211931	0.04010534	0.6596289	0.2432287	0.02671197
ENSG00000268388	ENSG00000113812	0.05124558	0.4051826	0.05177178	0.7021161	0.1461958	0.1066324	0.2875117	0.008400618
ENSG00000268388	ENSG00000184378	-0.1012387	0.09943217	0.09695628	0.4730782	-0.03162995	0.7283672	0.1187937	0.2847805
ENSG00000268388	ENSG00000115170	0.07817939	0.2037256	0.3410831	0.009419557	0.1693433	0.06114028	0.200494	0.06915792
ENSG00000251562	ENSG00000135503	-0.09302209	0.1302079	-0.02094097	0.8771248	-0.1784493	0.04829408	-0.125847	0.2569425
ENSG00000245694	ENSG00000121989	0.1907229	0.00177999	0.449846	0.0004469122	0.1849894	0.04052093	-0.1850958	0.09388739
ENSG00000268388	ENSG00000121989	0.05258313	0.3930179	0.3892783	0.002763387	0.3308135	0.0001860594	0.2836018	0.009373328
ENSG00000251562	ENSG00000139567	-0.04096507	0.5058887	-0.1327058	0.3250807	-0.05460899	0.5485682	-0.0526465	0.6364368
ENSG00000245694	ENSG00000196839	0.03494272	0.5704506	0.03748036	0.7819347	0.04242059	0.6413063	-0.1786793	0.1060524
ENSG00000268388	ENSG00000137845	0.07016277	0.254146	0.2682522	0.04363984	0.05952548	0.5131059	0.1325517	0.2322557
ENSG00000245694	ENSG00000148848	0.01085404	0.8601403	0.05789085	0.6688387	-0.05365209	0.5556066	-0.1516531	0.1711236
ENSG00000268388	ENSG00000151694	0.07586957	0.2174466	0.4588349	0.0003310003	0.1664761	0.06572107	0.1342713	0.2261995
ENSG00000268388	ENSG00000114948	-0.001044319	0.9864748	0.2573691	0.05326805	0.06324379	0.4870916	0.03651062	0.7431443
ENSG00000245532	ENSG00000151651	0.009397361	0.8787548	-0.08671613	0.5212642	-0.01647043	0.8565143	0.07619984	0.4935447
ENSG00000268388	ENSG00000087116	0.02189082	0.7222977	0.1370792	0.3092454	0.08019235	0.3779302	0.4539209	1.632513e-05
ENSG00000268388	ENSG00000154736	0.140534	0.02186899	0.4969461	8.418608e-05	0.4248152	9.714047e-07	-0.06998517	0.5295473
ENSG00000268388	ENSG00000163638	0.1418549	0.02064562	0.3488028	0.007834009	0.230345	0.01037333	0.2570075	0.01900233
ENSG00000268388	ENSG00000105963	-0.06687946	0.2771025	-0.2667496	0.04487721	-0.3046026	0.0006136903	-0.1639841	0.1385114
ENSG00000268388	ENSG00000184060	-0.04745144	0.4408853	0.08061187	0.5511123	0.02079527	0.8194126	-0.04861049	0.6625433
ENSG00000225937	ENSG00000160710	0.0439827	0.4750394	-0.05983221	0.6584081	-0.05081166	0.5767519	0.02909919	0.7939838
ENSG00000268388	ENSG00000160710	0.07736061	0.2085159	0.4089538	0.00158589	0.1061062	0.2427827	0.1016111	0.36069
ENSG00000245532	ENSG00000185736	0.01252542	0.8388777	-0.05190986	0.7013587	0.07381487	0.4171386	-0.07793722	0.483715
ENSG00000245532	ENSG00000065457	0.2031773	0.0008593145	0.08859409	0.5122472	-0.02252941	0.8046425	0.01449193	0.8965409
ENSG00000251562	ENSG00000065457	0.07849685	0.2018899	0.03181836	0.8142392	-0.06014085	0.5087518	-0.08363685	0.452213
ENSG00000245694	ENSG00000065457	0.1672411	0.00625594	0.490517	0.0001072761	0.1316172	0.146746	-0.08531209	0.4431752
ENSG00000268388	ENSG00000133597	-0.003288452	0.9574287	-0.1304035	0.3336192	0.005496611	0.9518861	0.01606144	0.8854082
ENSG00000245532	ENSG00000173137	0.3266423	4.964453e-08	0.07227294	0.5931619	0.4484269	1.97756e-07	0.4336912	4.207561e-05
ENSG00000251562	ENSG00000164742	0.001161763	0.9849539	0.5303955	2.198937e-05	0.05107006	0.5748129	0.07136621	0.521435
ENSG00000245532	ENSG00000129467	0.1353259	0.02732339	0.1378025	0.306675	0.5338761	2.034245e-10	0.4504741	1.9265e-05
ENSG00000251562	ENSG00000129467	0.02066693	0.7372359	-0.05590615	0.6795667	0.4847535	1.334438e-08	0.4330137	4.338643e-05
ENSG00000245532	ENSG00000174233	0.2176138	0.0003496913	0.2410228	0.07090333	0.2607347	0.003582969	0.05712693	0.6079672
ENSG00000251562	ENSG00000174233	0.007907373	0.8978641	0.06973886	0.6062174	0.2238301	0.01282074	0.1480125	0.1817534
ENSG00000268388	ENSG00000087274	0.04508352	0.4640468	0.5631203	5.11442e-06	0.2595279	0.003746472	0.06610888	0.5526481
ENSG00000245532	ENSG00000087274	-0.04609468	0.4540748	-0.02054648	0.8794221	-0.08456762	0.3523756	-0.1575757	0.1548183
ENSG00000251562	ENSG00000148700	0.01550897	0.8012207	-0.01644474	0.9033643	-0.09848724	0.2784708	-0.1874554	0.08970067
ENSG00000268388	ENSG00000020181	0.1071092	0.08121297	0.5685009	3.96359e-06	0.3676263	2.877001e-05	-0.001504833	0.9892275
ENSG00000245694	ENSG00000020181	-0.03484161	0.571567	-0.05391393	0.6903993	-0.02491187	0.7844632	-0.06463632	0.5615492
ENSG00000268388	ENSG00000123146	-0.008922306	0.8848404	0.1753968	0.1918852	-0.05847448	0.5205863	-0.1468336	0.1852965
ENSG00000245694	ENSG00000205336	-0.03922709	0.5241205	0.1697069	0.2069305	-0.05724572	0.5294019	-0.1121613	0.3127199
ENSG00000268388	ENSG00000205336	0.06664232	0.2788133	0.176497	0.1890686	0.07035817	0.4393439	0.01745899	0.8755139
ENSG00000268388	ENSG00000117114	0.09188873	0.1349755	0.5586316	6.304898e-06	0.1876103	0.03771461	-0.1303679	0.2401079
ENSG00000251562	ENSG00000117114	-0.00204545	0.9735125	0.0262479	0.8463244	-0.1095664	0.2276717	-0.06514452	0.5584696
ENSG00000251562	ENSG00000162618	-0.04152497	0.5000867	-0.09645301	0.4753893	-0.07268119	0.4243482	-0.1086075	0.3283959
ENSG00000268388	ENSG00000147576	-0.0498087	0.4184968	0.2199342	0.1002017	0.04081833	0.6539642	0.01666846	0.8811084
ENSG00000240498	ENSG00000159346	-0.0333034	0.5886771	0.004332798	0.9744822	-0.2284368	0.01104366	-0.03829906	0.7310301
ENSG00000268388	ENSG00000006831	0.2937692	1.078788e-06	0.1359198	0.3133942	0.1640315	0.06984377	0.3761451	0.0004574496
ENSG00000268388	ENSG00000156110	-0.03307481	0.5912397	0.1503981	0.2641265	0.07721369	0.3959559	0.2823577	0.009702837
ENSG00000245694	ENSG00000156110	0.0354724	0.5646192	0.3579478	0.00626085	0.05351124	0.5566463	-0.1635633	0.1395406
ENSG00000268388	ENSG00000128165	-0.01213114	0.8438836	0.1134413	0.4007933	0.06021633	0.5082191	0.2911263	0.007581385
ENSG00000268388	ENSG00000181915	0.01903113	0.757356	0.289074	0.02919055	0.04680949	0.6071655	0.2324056	0.03449421
ENSG00000251562	ENSG00000128271	0.1540534	0.01187834	-0.05952352	0.6600624	0.455895	1.165189e-07	0.4225312	6.917462e-05
ENSG00000268388	ENSG00000170425	-0.04136938	0.5016955	0.1423824	0.2907204	0.03656308	0.6880535	0.3031904	0.005332845
ENSG00000251562	ENSG00000153531	0.007092538	0.9083401	-0.02360116	0.86166	0.02093677	0.818205	0.1053979	0.3429754
ENSG00000245694	ENSG00000170222	0.1962627	0.001294398	0.2324442	0.08186684	0.1708515	0.05883772	0.132812	0.2313315
ENSG00000251562	ENSG00000170214	-0.06736863	0.273596	-0.1493047	0.2676548	-0.0220286	0.8089012	-0.0406256	0.7153694
ENSG00000268388	ENSG00000169252	0.1480872	0.01564056	0.09855127	0.4657937	0.184055	0.04156289	0.3982049	0.0001928231
ENSG00000251562	ENSG00000130706	-0.1466474	0.01669137	-0.1851914	0.167848	-0.1299977	0.1518257	-0.0812153	0.465456
ENSG00000245532	ENSG00000130706	-0.04581299	0.4568407	-0.2183382	0.1027532	-0.02538095	0.7805064	-0.04144886	0.7098555
ENSG00000268388	ENSG00000111863	0.2994574	6.502827e-07	-0.1620548	0.2284502	-0.009518505	0.9167806	-0.01606451	0.8853865
ENSG00000245694	ENSG00000106624	-0.03982361	0.5178253	-0.2300834	0.08510743	-0.113418	0.2116438	-0.07968347	0.4739412
ENSG00000245532	ENSG00000181026	0.1000057	0.1036427	0.01555339	0.9085792	0.05944273	0.5136929	0.003001527	0.9785151
ENSG00000245694	ENSG00000181026	0.11356	0.06440416	0.2887715	0.02936745	0.1014702	0.2640997	0.02943361	0.7916694
ENSG00000251562	ENSG00000181026	0.02393178	0.6976216	0.09669418	0.474281	-0.02743328	0.763262	-0.04944236	0.6571281
ENSG00000268388	ENSG00000196526	0.03296012	0.5925274	0.5085812	5.361901e-05	0.05187188	0.5688155	0.1279785	0.248908
ENSG00000251562	ENSG00000172493	0.07007256	0.2547586	0.1610142	0.231492	-0.04421437	0.6272565	-0.08179845	0.4622476
ENSG00000268388	ENSG00000144218	-0.02045722	0.7398058	0.1924389	0.1515331	0.3309594	0.0001847713	-0.07682262	0.4900091
ENSG00000251562	ENSG00000072364	0.1592823	0.009262349	0.1578101	0.2410334	-0.1133694	0.2118409	-0.152587	0.1684718
ENSG00000251562	ENSG00000141385	0.04405468	0.4743164	0.403584	0.001851562	-0.1587504	0.07946651	-0.1663004	0.1329483
ENSG00000251562	ENSG00000119844	0.05555165	0.3668178	-0.06990248	0.6053707	-0.07430571	0.4140394	-0.2710407	0.01319615
ENSG00000251562	ENSG00000038002	-0.071376	0.246006	-0.1473218	0.2741332	-0.3029276	0.0006599132	-0.2165419	0.04926757
ENSG00000268388	ENSG00000146856	-0.02284459	0.7107286	0.09237116	0.4943542	0.1072627	0.2376565	-0.1963381	0.07524692
ENSG00000268388	ENSG00000084693	-0.0005559271	0.9927998	-0.01326884	0.9219621	-0.01006064	0.9120593	0.1174285	0.2903917
ENSG00000251562	ENSG00000084693	-0.09215254	0.133854	-0.2105467	0.1159379	-0.2956401	0.0009006168	-0.3045884	0.005114986
ENSG00000245532	ENSG00000084693	-0.1125279	0.06688346	-0.2116808	0.1139422	-0.2382575	0.007960169	-0.281002	0.01007343
ENSG00000251562	ENSG00000106351	-0.08398321	0.172037	-0.0581559	0.6674109	0.1475321	0.1034342	-0.08022219	0.4709476
ENSG00000245532	ENSG00000106351	0.009013515	0.8836714	0.04524429	0.7382359	0.2402292	0.007442246	-0.03778587	0.7344997
ENSG00000268388	ENSG00000164252	0.05459605	0.3751312	0.2909638	0.02810561	0.09798113	0.2809603	0.2711387	0.01316174
ENSG00000251562	ENSG00000162688	0.107311	0.08063817	0.390328	0.002684964	-0.1510683	0.09533384	-0.1227473	0.2689395
ENSG00000268388	ENSG00000123908	0.09264687	0.1317717	0.376954	0.003848266	0.2646572	0.003094852	0.1652733	0.1353938
ENSG00000251562	ENSG00000123908	0.2017725	0.0009349089	0.2712027	0.04129151	0.1816086	0.04439717	0.1523726	0.1690781
ENSG00000268388	ENSG00000204310	0.1082767	0.07793274	0.3703041	0.004577557	0.1291262	0.1546135	0.277537	0.01107729
ENSG00000251562	ENSG00000204310	-0.1678796	0.00605765	-0.2574254	0.05321416	-0.332314	0.0001731961	-0.2148825	0.05107643
ENSG00000245694	ENSG00000204310	0.08142906	0.1854987	0.3444171	0.008703548	-0.006734581	0.9410674	0.143027	0.1970784
ENSG00000245532	ENSG00000160216	0.02162509	0.7255323	-0.02916304	0.8294992	-0.008921912	0.9219796	-0.1531923	0.1667695
ENSG00000251562	ENSG00000026652	0.1342537	0.02858085	-0.1047699	0.4379798	0.3101696	0.0004806043	0.1262516	0.255404
ENSG00000245694	ENSG00000188157	0.1884884	0.00201918	0.1655447	0.2184509	-0.04353004	0.6326012	0.1532618	0.166575
ENSG00000268388	ENSG00000135744	-0.03389181	0.5821043	0.1512485	0.2614044	-0.1777851	0.04914848	0.1567202	0.1570992
ENSG00000245694	ENSG00000135049	0.2465563	4.798969e-05	0.3125545	0.01792834	0.1256978	0.1659536	-0.1658267	0.1340721
ENSG00000268388	ENSG00000177674	-0.06693022	0.2767372	-0.01764847	0.8963281	-0.1044268	0.2503623	-0.180639	0.1022137
ENSG00000130600	ENSG00000101444	-0.1572584	0.0102072	0.1149378	0.3945679	-0.09936352	0.2741957	0.01756942	0.8747329
ENSG00000268388	ENSG00000101444	0.06637564	0.2807457	-0.0574031	0.6714692	-0.048974	0.5906288	0.4076622	0.0001306514
ENSG00000245532	ENSG00000124942	0.08847084	0.1501665	-0.002464321	0.9854849	-0.01268832	0.8892217	-0.1022159	0.3578238
ENSG00000268388	ENSG00000185567	0.1143025	0.06266753	0.4406007	0.0006034668	-0.05213632	0.5668441	-0.0717147	0.5193979
ENSG00000245694	ENSG00000106546	0.1496877	0.01454082	0.4953484	8.945305e-05	0.07691198	0.3978099	0.005084836	0.9636109
ENSG00000251562	ENSG00000106546	0.04010365	0.5148835	-0.04860088	0.7195863	-0.06316623	0.487627	-0.1652237	0.1355128
ENSG00000268388	ENSG00000063438	-0.03568212	0.5623182	0.08298069	0.539433	-0.004533401	0.9603099	-0.01827252	0.8697629
ENSG00000251562	ENSG00000100591	-0.1513338	0.013481	0.2551939	0.05538542	-0.07513566	0.4088297	-0.07959112	0.4744554
ENSG00000268388	ENSG00000156709	-0.08409111	0.1714847	-0.06218062	0.6458767	-0.03431729	0.7063058	0.5064291	1.036006e-06
ENSG00000268388	ENSG00000042286	-0.0628052	0.3074887	-0.03810755	0.7783776	-0.1741998	0.05397921	0.0360967	0.745957
