lnc	gene	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value	Stg IV $estimate	Stg IV $p.value
ENSG00000251562	ENSG00000105011	-0.1343264	0.4279915	-0.1503378	0.5783848	0.1765158	0.5291486
ENSG00000251562	ENSG00000066279	-0.2342678	0.1628366	-0.1015597	0.7082142	0.198565	0.4780544
ENSG00000245694	ENSG00000066279	0.5287921	0.0007663948	0.4623002	0.07139665	0.3561994	0.1925346
ENSG00000245532	ENSG00000196296	-0.0774362	0.6487177	-0.1012015	0.7092013	0.3132555	0.2555841
ENSG00000251562	ENSG00000196296	0.06097389	0.7199739	-0.1283301	0.6357511	-0.07613771	0.7873997
ENSG00000268388	ENSG00000087586	-0.08666073	0.6100478	0.6049203	0.01304264	-0.1203337	0.6692506
ENSG00000245532	ENSG00000087586	-0.1710209	0.3115117	-0.189521	0.4820546	0.3146607	0.2533432
ENSG00000245694	ENSG00000087586	0.6693027	5.917113e-06	0.7250328	0.001483575	0.3562994	0.1924008
ENSG00000251562	ENSG00000087586	-0.1915405	0.2560989	-0.2020095	0.4530865	-0.1691633	0.5467096
ENSG00000251562	ENSG00000178999	-0.1725624	0.3071045	-0.1263582	0.6409936	0.3133916	0.2553665
ENSG00000268388	ENSG00000178999	-0.1475156	0.3835983	0.755501	0.000712856	-0.101011	0.7201993
ENSG00000245532	ENSG00000117411	-0.1008333	0.5526392	-0.1989206	0.4601689	0.3475208	0.2043738
ENSG00000245694	ENSG00000105393	0.4265121	0.008478431	0.5914286	0.01581963	0.0205977	0.941917
ENSG00000255717	ENSG00000156127	-0.2076397	0.2175136	0.7166796	0.001784773	0.3765746	0.1665092
ENSG00000197989	ENSG00000156127	-0.1073068	0.5272901	0.5029242	0.04707181	0.5667428	0.02759987
ENSG00000215417	ENSG00000156127	-0.1741369	0.3026439	0.1709255	0.5267817	0.1404283	0.6176536
ENSG00000224418	ENSG00000156127	-0.2766476	0.09740762	0.2205413	0.4117684	0.05814485	0.8369235
ENSG00000177410	ENSG00000156127	-0.1193564	0.4816697	0.4105931	0.1141648	0.1432318	0.6105785
ENSG00000177410	ENSG00000119866	0.1960964	0.2447468	0.3933569	0.1317248	0.3888181	0.1520471
ENSG00000215417	ENSG00000119866	0.6419908	1.844903e-05	-0.009840002	0.9711486	-0.3234848	0.2395467
ENSG00000255717	ENSG00000119866	0.4382787	0.006663151	0.1746393	0.5177013	0.06858596	0.8081042
ENSG00000197989	ENSG00000119866	0.1650015	0.3291004	0.06759951	0.803556	-0.1361968	0.6283916
ENSG00000251562	ENSG00000126453	-0.2253789	0.1798544	-0.5071897	0.04493437	0.09932664	0.7246961
ENSG00000245532	ENSG00000126453	-0.2198365	0.1910844	-0.2894437	0.2768832	0.2551872	0.3586599
ENSG00000177410	ENSG00000069399	0.4148849	0.01067179	-0.2747672	0.3030517	0.1343461	0.63311
ENSG00000197989	ENSG00000069399	0.3769648	0.021456	0.01056424	0.9690261	0.4253108	0.1140025
ENSG00000255717	ENSG00000069399	0.2560276	0.1261346	-0.2891137	0.2774561	0.2485512	0.3717193
ENSG00000255717	ENSG00000145734	0.6498351	1.346265e-05	0.1773095	0.5112175	-0.06377009	0.8213706
ENSG00000215417	ENSG00000145734	0.4682893	0.003466271	-0.2012211	0.454889	0.01627121	0.9541038
ENSG00000245532	ENSG00000242252	8.394511e-05	0.9996066	0.8308159	6.716478e-05	0.3435274	0.2099743
ENSG00000268388	ENSG00000185963	0.1275431	0.4518907	-0.3115277	0.2401766	-0.1636638	0.5600081
ENSG00000251562	ENSG00000089685	-0.2083702	0.2158633	-0.2285612	0.3945262	0.0108957	0.9692582
ENSG00000251562	ENSG00000197299	-0.2068357	0.21934	-0.2247035	0.402771	0.1327021	0.6373122
ENSG00000245694	ENSG00000136122	0.7111838	8.082772e-07	-0.02185227	0.9359768	0.2098248	0.4529153
ENSG00000255717	ENSG00000104221	0.7163856	6.16075e-07	0.3556533	0.1764019	-0.4297194	0.1099026
ENSG00000268388	ENSG00000169679	-0.05931971	0.7272766	0.7174734	0.001754174	-0.02700848	0.923882
ENSG00000251562	ENSG00000169679	-0.2305174	0.1698691	-0.1944961	0.4704088	0.02128903	0.9399707
ENSG00000245694	ENSG00000169679	0.6555796	1.06274e-05	0.6544247	0.005948545	0.2630674	0.3434868
ENSG00000251562	ENSG00000156970	-0.187014	0.2677186	-0.160001	0.5539025	0.2895832	0.2951465
ENSG00000245694	ENSG00000156970	0.7209271	4.836653e-07	0.5340989	0.03308067	0.2434771	0.381877
ENSG00000245694	ENSG00000187479	0.01306796	0.9388111	0.0008722024	0.9974422	0.05930704	0.8337054
ENSG00000268388	ENSG00000187479	-0.02536616	0.8815344	-0.007636858	0.9776066	0.03341603	0.9058903
ENSG00000251562	ENSG00000067191	-0.1066021	0.5300218	-0.1177507	0.6640616	-0.18669	0.5052732
ENSG00000245532	ENSG00000167535	0.05167909	0.7613067	-0.2293217	0.3929114	0.2865592	0.3004458
ENSG00000251562	ENSG00000167535	-0.1764804	0.2960818	-0.1556282	0.5649251	0.2094404	0.4537626
ENSG00000268388	ENSG00000167535	0.2362015	0.1592938	0.01221735	0.9641819	-0.07351771	0.7945686
ENSG00000177410	ENSG00000135387	0.5349177	0.000647342	0.5324755	0.03371996	0.0803082	0.776021
ENSG00000255717	ENSG00000135387	0.8235688	3.862804e-10	0.4713438	0.0653274	0.502365	0.05633909
ENSG00000268388	ENSG00000159231	-0.1025515	0.5458556	0.5971147	0.0145981	-0.1791873	0.5228309
ENSG00000245532	ENSG00000173894	-0.1631282	0.3346974	-0.1084525	0.6893017	0.1403705	0.6177997
ENSG00000245694	ENSG00000007080	0.4615137	0.004037851	0.3187405	0.2288834	0.3146439	0.25337
ENSG00000268388	ENSG00000149548	-0.0973348	0.5665723	0.2838951	0.2866103	-0.07943322	0.7784048
ENSG00000251562	ENSG00000145386	-0.1953123	0.2466762	-0.03022504	0.9115233	0.3577127	0.1905164
ENSG00000251562	ENSG00000134057	-0.2222155	0.1862052	-0.2009253	0.4555663	0.2914297	0.2919379
ENSG00000242808	ENSG00000134057	0.1153596	0.4965704	-0.07347966	0.7868205	-0.1423564	0.6127844
ENSG00000245694	ENSG00000134057	0.6951993	1.796993e-06	0.6324046	0.008570512	0.5735786	0.02538022
ENSG00000251562	ENSG00000162063	-0.1143669	0.500307	-0.08728661	0.7478781	0.4209262	0.1181838
ENSG00000245532	ENSG00000162063	-0.08164641	0.6309477	-0.1506245	0.577652	0.3801022	0.1622528
ENSG00000245532	ENSG00000117399	-0.1539356	0.3630051	-0.2939498	0.2691326	0.1884796	0.501126
ENSG00000251562	ENSG00000117399	-0.2262389	0.1781547	-0.2971429	0.2637214	0.05904738	0.8344242
ENSG00000245694	ENSG00000158402	0.6042312	7.489847e-05	0.802952	0.0001804528	0.5924396	0.0199555
ENSG00000245694	ENSG00000105401	0.431363	0.007684468	0.4567367	0.07532812	0.4399182	0.1008127
ENSG00000268388	ENSG00000105401	0.1111095	0.5126691	-0.1399507	0.6051919	0.008659043	0.9755669
ENSG00000251562	ENSG00000097046	-0.1989512	0.2378083	-0.1087171	0.6885788	0.3951534	0.1449044
ENSG00000268388	ENSG00000184661	-0.1235887	0.4661487	0.725468	0.001469096	-0.1400822	0.6185291
ENSG00000251562	ENSG00000184661	-0.2000099	0.2352692	-0.1747577	0.5174132	0.4246753	0.1146021
ENSG00000251562	ENSG00000111665	-0.1667171	0.3240258	-0.1583809	0.5579753	-0.1413836	0.6152392
ENSG00000251562	ENSG00000146670	-0.1917669	0.2555265	-0.2354212	0.3800909	0.07599465	0.7877907
ENSG00000268388	ENSG00000146670	-0.1006276	0.553454	0.6814998	0.003646622	0.1036621	0.7131386
ENSG00000251562	ENSG00000134690	-0.2359227	0.1598012	-0.1770909	0.5117469	0.1690703	0.5469334
ENSG00000268388	ENSG00000140937	0.2319623	0.1671345	-0.1982386	0.4617402	-0.05276316	0.8518557
ENSG00000177410	ENSG00000170312	0.8693351	2.959394e-12	0.2676989	0.3161571	-0.02994872	0.9156214
ENSG00000242808	ENSG00000170312	0.1483598	0.3808521	-0.07487704	0.782856	-0.2100215	0.4524821
ENSG00000225937	ENSG00000170312	0.1001091	0.5555102	-0.1885957	0.4842357	0.1890369	0.4998376
ENSG00000245532	ENSG00000123374	-0.1606434	0.3422112	-0.1870213	0.4879579	0.8060267	0.0002849431
ENSG00000251562	ENSG00000100526	-0.2494002	0.1365899	-0.1937082	0.4722438	0.2595571	0.3502007
ENSG00000245694	ENSG00000100526	0.6491525	1.384177e-05	0.4752768	0.06280921	0.6755613	0.005707841
ENSG00000251562	ENSG00000167513	-0.1755186	0.2987641	-0.4722318	0.06475251	0.04630857	0.8698262
ENSG00000245532	ENSG00000167513	-0.2161316	0.1988611	-0.3185622	0.2291585	0.1171002	0.6776904
ENSG00000230876	ENSG00000245848	0.1047833	0.5371038	-0.175673	0.515187	-0.03459631	0.9025806
ENSG00000177410	ENSG00000172216	0.1053555	0.534871	0.5587002	0.02447481	0.1266875	0.6527736
ENSG00000197989	ENSG00000172216	0.003418892	0.9839775	0.7564121	0.0006963093	0.5448207	0.0357163
ENSG00000215417	ENSG00000172216	0.3374104	0.04112486	0.6696404	0.004544953	0.1918533	0.4933511
ENSG00000268388	ENSG00000138778	-0.01733612	0.918884	0.5945943	0.01513012	-0.09917182	0.7251098
ENSG00000251562	ENSG00000138778	-0.2216963	0.1872623	-0.08642746	0.7502857	0.4065396	0.132642
ENSG00000245694	ENSG00000138778	0.6288091	3.072583e-05	0.5254162	0.03660956	0.2287034	0.412289
ENSG00000245694	ENSG00000117724	0.5840546	0.0001475972	0.5481995	0.02790717	0.369137	0.1757235
ENSG00000268388	ENSG00000153044	-0.1377415	0.4162309	-0.01323962	0.9611869	0.05046084	0.8582584
ENSG00000245694	ENSG00000153044	0.6120047	5.69602e-05	0.6774975	0.003932162	0.5080905	0.05314429
ENSG00000245694	ENSG00000102384	0.6225662	3.880668e-05	0.7337075	0.001215994	0.193415	0.4897715
ENSG00000268388	ENSG00000102384	-0.07152889	0.6739746	0.5934011	0.01538719	0.02608357	0.926482
ENSG00000251562	ENSG00000102384	-0.2018851	0.2308173	-0.1811697	0.5019114	0.0103311	0.9708506
ENSG00000268388	ENSG00000123219	-0.1111486	0.5125197	0.05533291	0.8387189	-0.03222099	0.9092429
ENSG00000251562	ENSG00000123219	-0.1338952	0.4294893	0.04022481	0.8824168	0.3468993	0.2052391
ENSG00000251562	ENSG00000100162	-0.1951899	0.2469783	-0.1805561	0.5033853	-0.05486175	0.846027
ENSG00000251562	ENSG00000102901	0.1678801	0.3206138	0.2658893	0.3195646	0.6871855	0.004647424
ENSG00000245694	ENSG00000151725	0.5798462	0.0001690842	0.6498557	0.006431417	0.3654413	0.1804239
ENSG00000245694	ENSG00000100629	0.509136	0.001290134	0.5981917	0.01437527	0.2280998	0.4135576
ENSG00000268388	ENSG00000141577	-0.01667973	0.9219456	0.06639135	0.8070047	-0.07141786	0.8003254
ENSG00000268388	ENSG00000138180	-0.1295965	0.4445808	0.8123126	0.0001318141	-0.1923699	0.4921657
ENSG00000251562	ENSG00000138180	-0.2175671	0.1958222	-0.1214604	0.6540834	0.1452424	0.605524
ENSG00000245694	ENSG00000121289	0.4898975	0.002086117	0.602048	0.01359913	0.2808842	0.31054
ENSG00000268388	ENSG00000121289	0.06959698	0.6823131	0.2542409	0.342005	0.2954554	0.2850143
ENSG00000245694	ENSG00000159259	0.7491515	9.608549e-08	0.5467853	0.02839619	0.8481626	6.459528e-05
ENSG00000268388	ENSG00000149554	-0.07903042	0.6419658	0.6845921	0.003437632	-0.1593704	0.5704848
ENSG00000245694	ENSG00000149554	0.662169	8.052429e-06	0.6817481	0.003629472	0.2355569	0.3980273
ENSG00000245532	ENSG00000183765	-0.01859169	0.9130306	-0.3400545	0.1975026	-0.01910485	0.9461208
ENSG00000245532	ENSG00000127586	-0.1140196	0.5016179	0.0482015	0.859298	0.3816504	0.1604076
ENSG00000251562	ENSG00000148337	0.171366	0.3105214	-0.09791643	0.7182763	-0.1597938	0.5694481
ENSG00000245694	ENSG00000136108	0.5183535	0.001014513	0.580154	0.01847622	0.2859615	0.3014997
ENSG00000251562	ENSG00000169607	-0.2326504	0.1658431	-0.2469621	0.3564694	-0.03933646	0.8893039
ENSG00000245532	ENSG00000104859	-0.1591059	0.3469119	0.4437179	0.0851369	0.07695097	0.7851776
ENSG00000245532	ENSG00000106404	-0.2302517	0.1703756	-0.1476671	0.5852297	0.07129679	0.8006576
ENSG00000251562	ENSG00000092853	-0.1987945	0.2381857	-0.2358217	0.3792573	0.1293769	0.6458436
ENSG00000268388	ENSG00000171603	0.1726139	0.306958	0.2166758	0.4202185	-0.03352837	0.9055752
ENSG00000268388	ENSG00000122705	-0.1442194	0.3944317	0.1744457	0.5181731	-0.1063502	0.7060014
ENSG00000245694	ENSG00000122705	0.4953747	0.001824505	0.5973367	0.01455194	0.5568939	0.03105216
ENSG00000268388	ENSG00000140932	0.2160728	0.1989864	-0.2399459	0.3707303	-0.09335299	0.7407111
ENSG00000251562	ENSG00000130176	-0.1043294	0.5388782	0.1939573	0.4716633	0.4947627	0.06079502
ENSG00000268388	ENSG00000108821	-0.07557935	0.6566168	0.1027344	0.7049794	-0.2066813	0.4598668
ENSG00000245532	ENSG00000108821	-0.1417928	0.4025191	-0.07893888	0.7713608	0.5027185	0.05613785
ENSG00000245532	ENSG00000130635	-0.1845914	0.274078	-0.07696215	0.7769496	0.380411	0.1618836
ENSG00000268388	ENSG00000130635	-0.1338388	0.4296855	0.09892354	0.7154904	-0.2053626	0.4627985
ENSG00000251562	ENSG00000130635	-0.229039	0.1727002	-0.1843393	0.49433	0.3369256	0.219445
ENSG00000245694	ENSG00000130635	0.4067873	0.01246958	-0.285452	0.2838607	0.01837322	0.9481815
ENSG00000245694	ENSG00000114270	0.2630134	0.1157718	-0.1662081	0.5384185	0.3075957	0.2647323
ENSG00000245694	ENSG00000130309	0.6529429	1.185315e-05	-0.1327409	0.6240835	0.2305264	0.4084698
ENSG00000245694	ENSG00000141030	0.6675725	6.381076e-06	0.2975747	0.2629947	0.3093517	0.261873
ENSG00000251562	ENSG00000103187	-0.03274099	0.8474512	-0.1580984	0.5586869	0.2789008	0.3141138
ENSG00000268388	ENSG00000103187	-0.1195354	0.4810078	0.01538508	0.9549028	-0.2563463	0.3564052
ENSG00000233527	ENSG00000111605	0.5798481	0.0001690736	0.2493923	0.3516027	0.1209158	0.6677351
ENSG00000270332	ENSG00000111605	0.2143045	0.2027766	0.5428654	0.02978576	-0.08687603	0.7581877
ENSG00000226696	ENSG00000149532	0.5067229	0.001372402	0.0828183	0.7604233	0.376275	0.1668741
ENSG00000206567	ENSG00000149532	0.3630458	0.02721015	0.4799826	0.05989067	0.7625838	0.0009465047
ENSG00000260917	ENSG00000149532	0.7200601	5.067127e-07	0.4712154	0.06541085	0.326686	0.2346591
ENSG00000233527	ENSG00000149532	0.4698781	0.003342918	0.2544347	0.3416244	-0.05402628	0.8483466
ENSG00000251562	ENSG00000169169	-0.02633068	0.8770635	-0.3059471	0.249149	-0.1488845	0.5964104
ENSG00000245532	ENSG00000169169	-0.1069963	0.528493	0.1093138	0.68695	-0.2629581	0.3436949
ENSG00000268388	ENSG00000169169	-0.1521643	0.3686196	-0.2249077	0.4023323	-0.2736875	0.3236198
ENSG00000268388	ENSG00000213923	0.02692008	0.8743333	-0.002267445	0.9933505	-0.09556179	0.7347776
ENSG00000245694	ENSG00000213923	0.5652394	0.0002672058	-0.05889319	0.8284807	0.4198474	0.1192285
ENSG00000256196	ENSG00000101811	0.3793626	0.02057529	0.8606768	1.875279e-05	-0.03752288	0.8943805
ENSG00000233527	ENSG00000101811	0.3601924	0.02853445	-0.2742998	0.3039082	0.02867702	0.9191933
ENSG00000262089	ENSG00000101811	0.02497328	0.8833566	-0.1389573	0.6077812	0.07979316	0.777424
ENSG00000206567	ENSG00000101811	0.2361754	0.1593413	-0.01686943	0.9505566	0.6896588	0.004443426
ENSG00000238058	ENSG00000101811	0.4431582	0.006014782	0.6585638	0.005536494	0.2560249	0.3570296
ENSG00000233527	ENSG00000177613	0.09597701	0.5720229	-0.2881554	0.2791238	0.005320003	0.9849873
ENSG00000262089	ENSG00000177613	0.1307387	0.4405429	-0.1683447	0.5331339	0.1500693	0.5934577
ENSG00000268388	ENSG00000136943	0.1938269	0.2503589	-0.2412033	0.3681516	0.03978894	0.888038
ENSG00000245694	ENSG00000138061	-0.07667991	0.6519305	-0.2695933	0.3126128	0.3065433	0.2664549
ENSG00000245532	ENSG00000105443	-0.4298136	0.007930822	0.2992476	0.2601914	-0.1650489	0.5566457
ENSG00000251562	ENSG00000105443	-0.2644751	0.1136868	-0.001394742	0.9959098	-0.1456431	0.6045186
ENSG00000268388	ENSG00000137100	-0.1783874	0.2908095	0.2138151	0.4265297	0.195256	0.4855675
ENSG00000251562	ENSG00000165490	-0.1886434	0.2634967	-0.2336034	0.3838877	0.08988932	0.7500429
ENSG00000268388	ENSG00000123136	-0.009354719	0.9561778	0.3964894	0.1284035	-0.1955536	0.4848895
ENSG00000245694	ENSG00000123136	0.4998847	0.001631189	0.6209512	0.01025613	0.1515507	0.589774
ENSG00000245532	ENSG00000123136	-0.1593474	0.3461709	0.1101095	0.6847801	-0.04939782	0.8612174
ENSG00000251562	ENSG00000024526	-0.2271344	0.1763972	-0.1971247	0.4643119	0.3671323	0.1782631
ENSG00000245694	ENSG00000024526	0.6052136	7.237983e-05	0.3954846	0.1294625	0.3277379	0.2330666
ENSG00000251562	ENSG00000035499	-0.1286928	0.44779	-0.0730312	0.7880939	0.1660618	0.5541924
ENSG00000245614	ENSG00000128191	0.4915625	0.002003315	0.4459091	0.08342511	0.5999585	0.01806016
ENSG00000261061	ENSG00000128191	0.2956758	0.07560745	0.07524686	0.7818076	0.4344279	0.1056381
ENSG00000244625	ENSG00000128191	0.6447266	1.654569e-05	0.3106269	0.241611	0.04498991	0.8735051
ENSG00000215417	ENSG00000128191	0.5797546	0.0001695814	0.03955272	0.8843691	0.3883798	0.1525498
ENSG00000255717	ENSG00000128191	0.7307581	2.81796e-07	0.01499578	0.9560429	0.2166291	0.4380491
ENSG00000224418	ENSG00000128191	0.6184805	4.509173e-05	0.08755451	0.7471278	0.3857204	0.1556237
ENSG00000224699	ENSG00000128191	0.5769696	0.000185347	0.7222643	0.001578414	0.3630309	0.1835333
ENSG00000258634	ENSG00000128191	0.5503312	0.0004172165	0.4087173	0.1159919	0.3308022	0.2284664
ENSG00000226696	ENSG00000128191	0.5323317	0.0006954344	0.4744765	0.06331575	0.4603896	0.08418035
ENSG00000184441	ENSG00000128191	0.3772557	0.02134751	0.2904128	0.2752051	0.1366372	0.6272706
ENSG00000236901	ENSG00000128191	0.5470392	0.0004590717	0.5897747	0.01618947	0.1601206	0.5686482
ENSG00000260917	ENSG00000128191	0.7248875	3.901467e-07	0.4555881	0.07615894	0.2706095	0.3293088
ENSG00000197989	ENSG00000128191	0.3512805	0.03301649	0.3133525	0.2372871	0.1812394	0.5180014
ENSG00000245532	ENSG00000134815	-0.06703796	0.6934156	0.5353192	0.03260616	0.1182037	0.6748061
ENSG00000268388	ENSG00000134815	0.02872084	0.8660008	0.1715581	0.5252299	-0.04044995	0.886189
ENSG00000251562	ENSG00000134815	0.2185773	0.1937031	0.2650189	0.3212111	0.2813444	0.3097142
ENSG00000251562	ENSG00000139734	-0.250622	0.1346158	-0.1702883	0.5283467	0.03622525	0.8980152
ENSG00000251562	ENSG00000126787	-0.2564504	0.1254884	-0.2582585	0.3341663	0.3668968	0.178563
ENSG00000245694	ENSG00000126787	0.598205	9.215871e-05	0.4751226	0.06290659	0.5180945	0.04788389
ENSG00000245694	ENSG00000138346	0.5968304	9.656662e-05	0.628741	0.009083852	0.1810685	0.518403
ENSG00000251562	ENSG00000137094	-0.02575815	0.879717	-0.07486564	0.7828883	0.08567644	0.7614367
ENSG00000245694	ENSG00000137094	0.2322444	0.1666043	-0.06507112	0.8107771	-0.1699188	0.5448936
ENSG00000268388	ENSG00000137094	-0.1956632	0.2458115	-0.2162578	0.4211376	0.1908333	0.4956957
ENSG00000251562	ENSG00000106976	0.002287168	0.9892809	-0.2993511	0.2600184	-0.062197	0.825714
ENSG00000245532	ENSG00000106976	0.1184188	0.4851442	-0.1884797	0.4845095	-0.1936439	0.4892479
ENSG00000251562	ENSG00000130816	-0.1502566	0.3747238	-0.2162367	0.421184	0.05116374	0.8563027
ENSG00000251562	ENSG00000167130	0.01477643	0.9308295	-0.1418318	0.6003006	-0.5027143	0.05614027
ENSG00000251562	ENSG00000011332	-0.2715398	0.1040067	-0.508396	0.04434329	0.04215799	0.8814139
ENSG00000245532	ENSG00000011332	-0.3066563	0.06488438	-0.05499281	0.8396982	0.1067428	0.7049607
ENSG00000245532	ENSG00000136908	-0.1213975	0.4741512	-0.1521216	0.5738315	0.02553467	0.9280254
ENSG00000268388	ENSG00000136908	-0.04655074	0.7844023	0.1717352	0.5247958	0.1807886	0.5190608
ENSG00000245532	ENSG00000069696	0.1896915	0.2608043	-0.1120082	0.6796117	0.07044895	0.8029849
ENSG00000268388	ENSG00000149636	-0.1728463	0.3062972	-0.09458834	0.7275062	-0.1451744	0.6056947
ENSG00000251562	ENSG00000143476	-0.205582	0.2222087	-0.2799191	0.2937049	0.1844072	0.5105863
ENSG00000268388	ENSG00000143476	-0.07345587	0.6656954	0.4936461	0.05198178	-0.0665266	0.8137714
ENSG00000268388	ENSG00000138166	-0.01450602	0.9320924	0.4347487	0.09240667	-0.1499135	0.5938456
ENSG00000245694	ENSG00000138166	0.2595297	0.1208564	0.3529477	0.1799501	-0.02251061	0.9365324
ENSG00000197989	ENSG00000101412	0.6139913	5.304936e-05	0.2261896	0.3995841	-0.073054	0.795839
ENSG00000215417	ENSG00000101412	0.282489	0.09025846	-0.2627852	0.325459	-0.1038225	0.7127121
ENSG00000177410	ENSG00000101412	0.6877271	2.566065e-06	0.1839422	0.4952769	-0.1056519	0.7078532
ENSG00000224418	ENSG00000101412	0.1980605	0.2399587	0.0371205	0.8914392	0.1357006	0.6296552
ENSG00000255717	ENSG00000101412	0.5608181	0.000305628	0.1085129	0.6891365	-0.05293562	0.8513764
ENSG00000197989	ENSG00000205250	0.5572685	0.0003399754	0.1301285	0.6309841	0.1872352	0.504008
ENSG00000224418	ENSG00000205250	0.3083445	0.06334791	-0.09606195	0.723415	0.2372071	0.394633
ENSG00000215417	ENSG00000205250	0.3949515	0.01555437	0.06246611	0.8182321	0.5167609	0.04856198
ENSG00000177410	ENSG00000205250	0.65276	1.194276e-05	-0.09429159	0.7283309	-0.2418898	0.3850852
ENSG00000255717	ENSG00000205250	0.5964052	9.796829e-05	-0.07454507	0.7837974	0.06985202	0.8046244
ENSG00000255717	ENSG00000169016	0.6653838	7.015581e-06	0.6354741	0.008158333	-0.2046369	0.4644156
ENSG00000224418	ENSG00000169016	0.5753045	0.0001953901	0.02722952	0.9202645	-0.2312624	0.406933
ENSG00000197989	ENSG00000169016	0.3530586	0.03207897	0.4806135	0.05950712	-0.2002348	0.4742847
ENSG00000215417	ENSG00000169016	0.6690175	5.991392e-06	-0.1744216	0.5182316	-0.1052147	0.7090133
ENSG00000177410	ENSG00000169016	0.3621509	0.02761991	0.6259098	0.009496966	-0.2943654	0.2868792
ENSG00000251562	ENSG00000165891	-0.1406241	0.4064478	-0.08609876	0.7512074	0.3577686	0.1904422
ENSG00000268388	ENSG00000165891	-0.1556661	0.3575695	0.01071408	0.9685869	-0.2230851	0.4241757
ENSG00000251562	ENSG00000129173	-0.138508	0.4136165	0.1150553	0.6713447	-0.06995713	0.8043356
ENSG00000255717	ENSG00000164330	-0.1413836	0.4038923	-0.1496074	0.5802534	0.1512166	0.5906039
ENSG00000177410	ENSG00000164330	0.08657591	0.6103989	-0.1650075	0.5413985	-0.03189164	0.9101671
ENSG00000224418	ENSG00000164330	-0.1184442	0.4850499	0.01440536	0.9577721	0.02397753	0.9324049
ENSG00000197989	ENSG00000164330	0.01851324	0.9133962	0.02156688	0.9368114	0.06109122	0.8287699
ENSG00000215417	ENSG00000164330	-0.2813357	0.09163706	0.1668538	0.5368189	0.3793978	0.1630969
