lnc	gene	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value	Stg IV $estimate	Stg IV $p.value
ENSG00000232613	ENSG00000122566	-0.057269	0.8001576	0.1584505	0.006478874	0.03597282	0.7886348
ENSG00000226819	ENSG00000122566	0.3842387	0.07747345	0.3870666	6.048158e-12	0.3733501	0.003893962
ENSG00000225205	ENSG00000122566	-0.1382969	0.5393694	0.1875719	0.001232661	0.4558479	0.000323212
ENSG00000215022	ENSG00000122566	0.6458565	0.00116725	0.4181111	7.198109e-14	0.5012836	6.118274e-05
ENSG00000229337	ENSG00000122566	0.2231449	0.3181785	0.2302331	6.76179e-05	0.3918378	0.002351416
ENSG00000262703	ENSG00000122566	0.2927761	0.1860753	0.2541039	1.02881e-05	0.3194436	0.01451472
ENSG00000256967	ENSG00000122566	0.4954085	0.01905536	0.3963796	1.679613e-12	0.2726908	0.03836155
ENSG00000261118	ENSG00000122566	0.4024155	0.06335261	0.190965	0.0009991905	0.259776	0.04892099
ENSG00000251562	ENSG00000170144	0.5085006	0.01566927	0.1998779	0.0005659176	0.08885485	0.5071504
ENSG00000245694	ENSG00000170144	0.3869591	0.07522201	0.0848721	0.1465922	-0.03034392	0.8211129
ENSG00000260252	ENSG00000092199	-0.001028843	0.9963744	0.01615619	0.7826565	0.1252403	0.3488956
ENSG00000205885	ENSG00000092199	-0.1964213	0.3809761	-0.02853698	0.6260301	0.1252481	0.3488651
ENSG00000236810	ENSG00000136231	-0.1428536	0.5259523	0.3116894	4.810856e-08	-0.1056961	0.4297321
ENSG00000260252	ENSG00000136231	-0.1134197	0.6152742	0.08945378	0.1259306	0.04665759	0.7279994
ENSG00000245694	ENSG00000133703	0.09251685	0.6821782	0.03343531	0.5679904	-0.07516266	0.5749645
ENSG00000263843	ENSG00000131914	0.09070644	0.6880919	0.01586542	0.786473	-0.06087429	0.6498763
ENSG00000246465	ENSG00000131914	0.2867668	0.1956928	0.05823104	0.3197142	0.5325139	1.687223e-05
ENSG00000232613	ENSG00000131914	-0.24791	0.2659647	0.02150954	0.7134078	-0.09270539	0.4888452
ENSG00000229043	ENSG00000131914	-0.2248911	0.3143069	0.3236811	1.347205e-08	-0.0204704	0.8787767
ENSG00000268388	ENSG00000064547	0.475969	0.02514698	-0.05792883	0.3222364	-0.04691317	0.7265675
ENSG00000245694	ENSG00000007392	0.1846918	0.4106052	0.06435039	0.2714109	-0.09635205	0.471834
ENSG00000268388	ENSG00000240053	-0.1072978	0.6345943	-0.03809032	0.5153262	0.1321106	0.3228767
ENSG00000251562	ENSG00000125885	0.1681222	0.4545318	0.1329383	0.02261748	0.114797	0.3908494
ENSG00000251562	ENSG00000137337	0.3185529	0.1484899	0.1098429	0.0599602	-0.02439723	0.8557506
ENSG00000268388	ENSG00000141503	0.1503757	0.5041541	0.0313285	0.5926396	0.156578	0.2404909
ENSG00000278910	ENSG00000167842	-0.300684	0.1739178	-0.06424368	0.2722081	-0.07287184	0.5867044
ENSG00000268388	ENSG00000262406	-0.1268375	0.5737934	0.08890073	0.1282977	0.5360401	1.447015e-05
ENSG00000245694	ENSG00000262406	-0.2114354	0.3448785	-0.04881171	0.4043496	-0.1393888	0.2966936
ENSG00000245532	ENSG00000070444	0.2854259	0.1978838	0.09374602	0.1086929	0.01572313	0.9067457
ENSG00000268388	ENSG00000070444	0.2837279	0.2006819	0.03880439	0.5074766	0.07187918	0.5918249
ENSG00000234263	ENSG00000155363	0.02046251	0.9279818	0.152602	0.008772394	-0.1593142	0.2322682
ENSG00000235989	ENSG00000155363	0.2546237	0.2528099	0.06216205	0.2880794	0.179405	0.1778105
ENSG00000270820	ENSG00000155363	0.3221573	0.1436967	0.3042038	1.035339e-07	0.2552803	0.05311165
ENSG00000243155	ENSG00000155363	0.1076049	0.6336194	0.3755364	2.796491e-11	0.228735	0.08415853
ENSG00000231187	ENSG00000155363	-0.1059457	0.638893	0.2061037	0.0003748947	0.2981065	0.02303605
ENSG00000260630	ENSG00000155363	0.3013601	0.1729044	0.1599813	0.005974985	0.1664445	0.2117596
ENSG00000260121	ENSG00000155363	0.5294281	0.01128171	0.08762518	0.1338884	0.1882514	0.157022
ENSG00000268573	ENSG00000155363	0.1689157	0.4523745	0.230512	6.621916e-05	0.1485162	0.2658683
ENSG00000259775	ENSG00000155363	-0.1516426	0.5005267	-0.005379474	0.92682	0.044105	0.7423509
ENSG00000235939	ENSG00000155363	0.1876419	0.4030371	-0.08734156	0.1351567	0.02235514	0.8677113
ENSG00000256705	ENSG00000155363	-0.06314415	0.7801201	0.07135482	0.2225317	-0.07396483	0.5810896
ENSG00000260213	ENSG00000155363	0.05312321	0.8143712	0.2083434	0.0003223121	0.1019004	0.4465729
ENSG00000226808	ENSG00000155363	-0.1285649	0.5685433	0.06207498	0.2887566	0.03317923	0.8047125
ENSG00000236200	ENSG00000155363	0.5652513	0.006118865	0.5642471	4.092222e-26	0.4953183	7.716424e-05
ENSG00000240373	ENSG00000155363	0.1492974	0.5072518	0.1689074	0.003675818	0.3973961	0.002009092
ENSG00000250015	ENSG00000155363	0.3235641	0.141856	0.1433935	0.01385727	0.1031049	0.4411896
ENSG00000229431	ENSG00000155363	0.3613084	0.09850941	0.5091909	8.467649e-21	0.4835066	0.0001206616
ENSG00000250802	ENSG00000155363	0.4144642	0.05513534	0.2367282	4.12828e-05	-0.04128694	0.7582966
ENSG00000226330	ENSG00000155363	0.4267824	0.04760732	0.08797993	0.1323151	0.2444118	0.0644554
ENSG00000225793	ENSG00000155363	0.3249423	0.1400688	0.08846491	0.1301872	0.2376296	0.07246868
ENSG00000243107	ENSG00000155363	0.4412474	0.03981255	0.4461497	8.710968e-16	0.2089659	0.1154346
ENSG00000245281	ENSG00000155363	0.2180494	0.3296394	0.1045748	0.07339641	-0.1214994	0.3635926
ENSG00000268006	ENSG00000155363	0.1522081	0.4989117	0.3310455	5.994862e-09	0.4090239	0.00143296
ENSG00000260260	ENSG00000155363	0.07962278	0.7246702	-0.1774665	0.002256373	-0.3738881	0.003838768
ENSG00000223960	ENSG00000155363	0.2159288	0.3344808	0.3209895	1.801489e-08	0.483206	0.0001220164
ENSG00000247675	ENSG00000155363	0.08407872	0.7098898	0.07232223	0.2163081	-0.07465439	0.5775599
ENSG00000244055	ENSG00000155363	0.205192	0.3596369	0.3504248	6.410275e-10	0.1303495	0.3294258
ENSG00000249249	ENSG00000155363	0.09513918	0.6736442	0.0793934	0.1745722	-0.232626	0.07887423
ENSG00000259972	ENSG00000155363	0.5258935	0.01194228	0.4008399	8.963714e-13	0.2797788	0.03341783
ENSG00000225791	ENSG00000155363	0.3463085	0.1143763	0.1188556	0.04170107	0.2707314	0.03983023
ENSG00000229334	ENSG00000155363	0.2788146	0.2089283	0.1508101	0.009606874	0.1051623	0.4320785
ENSG00000234741	ENSG00000155363	0.4146777	0.05499752	-0.195174	0.0007662823	-0.3413703	0.008728834
ENSG00000229989	ENSG00000155363	0.3849539	0.07687669	0.02587535	0.6585951	-0.02183102	0.870786
ENSG00000263220	ENSG00000155363	0.1010761	0.6544674	0.1563498	0.007232202	-0.0316898	0.8133179
ENSG00000258424	ENSG00000155363	0.2898115	0.1907788	0.2351214	4.670321e-05	0.2777524	0.03477382
ENSG00000253200	ENSG00000155363	0.3346693	0.1279087	0.4962814	1.096783e-19	0.1669602	0.2103274
ENSG00000253553	ENSG00000155363	0.182734	0.4156705	0.05398472	0.3563332	0.1753634	0.1879443
ENSG00000234722	ENSG00000155363	-0.08203896	0.7166436	0.01072813	0.854664	-0.03260046	0.8080538
ENSG00000188693	ENSG00000155363	0.1253514	0.5783266	0.1805599	0.001881313	0.241826	0.06742224
ENSG00000249753	ENSG00000155363	-0.03848813	0.8649707	0.1899443	0.001064741	-0.1448712	0.2779105
ENSG00000267767	ENSG00000155363	0.5002423	0.01774254	0.1514634	0.009294822	0.1618006	0.2249666
ENSG00000253854	ENSG00000155363	0.3117175	0.1578867	0.3473585	9.225095e-10	-0.002692365	0.983997
ENSG00000227495	ENSG00000155363	-0.09506352	0.6738899	0.1845611	0.001480743	0.3489293	0.007264694
ENSG00000261669	ENSG00000155363	0.3368413	0.1253002	0.1599276	0.005992041	-0.03229966	0.8097917
ENSG00000224609	ENSG00000155363	0.3547178	0.1052679	0.3235402	1.367956e-08	0.2743832	0.03712939
ENSG00000235872	ENSG00000155363	-0.02501407	0.9120171	0.3854978	7.475515e-12	-0.2139425	0.1068311
ENSG00000228063	ENSG00000155363	0.1370695	0.5430105	0.006767672	0.9080105	-0.04037694	0.7634675
ENSG00000261423	ENSG00000155363	0.1084884	0.6308182	0.2000783	0.0005585701	0.278555	0.03423135
ENSG00000227885	ENSG00000155363	0.4506437	0.03531029	0.4748764	6.07954e-18	0.1170741	0.3814567
ENSG00000269235	ENSG00000155363	0.3870525	0.07514557	0.2129577	0.000234896	0.1396437	0.2958025
ENSG00000229852	ENSG00000155363	0.01541887	0.9457036	0.3256393	1.088532e-08	0.2289693	0.08383268
ENSG00000261770	ENSG00000155363	0.2788272	0.2089067	0.07610382	0.1931771	0.002012155	0.9880397
ENSG00000227678	ENSG00000155363	0.3609763	0.09884213	0.09818551	0.09287533	0.1299646	0.3308681
ENSG00000179743	ENSG00000155363	0.2394971	0.2830514	0.1425043	0.01446418	0.09316232	0.4866962
ENSG00000237742	ENSG00000155363	-0.01127233	0.9602921	0.04185372	0.4746721	-0.01371695	0.9186012
ENSG00000236088	ENSG00000155363	0.2804007	0.2062418	0.2328164	5.566173e-05	0.4350204	0.0006435934
ENSG00000228573	ENSG00000155363	-0.3106392	0.1594061	0.04993495	0.3936089	0.01219374	0.9276145
ENSG00000223949	ENSG00000155363	0.3436924	0.1173232	0.1066424	0.06785669	0.2244782	0.09025486
ENSG00000267547	ENSG00000155363	0.3617324	0.09808587	0.03300356	0.5730019	-0.1680902	0.2072129
ENSG00000236204	ENSG00000155363	0.03970185	0.8607521	0.4133622	1.461102e-13	0.371983	0.004037383
ENSG00000224138	ENSG00000155363	0.4845464	0.02229181	0.2278791	8.058133e-05	0.4327154	0.0006927264
ENSG00000228060	ENSG00000155363	0.4311373	0.04514575	0.3222768	1.568298e-08	0.3660088	0.004720342
ENSG00000226367	ENSG00000155363	0.4205841	0.05128869	0.1355991	0.0200245	0.01176041	0.9301804
ENSG00000245556	ENSG00000155363	0.3293509	0.1344599	0.01207419	0.83667	0.1856216	0.163005
ENSG00000264449	ENSG00000155363	0.1221887	0.5880261	0.146862	0.01169833	0.1001634	0.4543994
ENSG00000253661	ENSG00000155363	0.03812344	0.866239	0.01032634	0.8600503	0.03233582	0.8095827
ENSG00000247796	ENSG00000155363	0.1132689	0.6157472	-0.01600351	0.7846599	0.1532024	0.2509069
ENSG00000232679	ENSG00000155363	0.1439555	0.5227316	-0.08520743	0.1449975	-0.230068	0.08231772
ENSG00000224032	ENSG00000155363	0.3585876	0.1012597	-0.1465595	0.011874	-0.351591	0.006802786
ENSG00000236268	ENSG00000155363	0.2560127	0.2501414	0.4649459	3.566897e-17	-0.05159221	0.7005207
ENSG00000272368	ENSG00000155363	0.07423509	0.7426682	0.3603722	1.914948e-10	0.08587831	0.5215369
ENSG00000267249	ENSG00000155363	0.1174744	0.6026111	0.1526636	0.008744854	0.009556626	0.9432399
ENSG00000244128	ENSG00000155363	-0.08800613	0.6969453	0.008723343	0.8816011	-0.009915731	0.9411108
ENSG00000239911	ENSG00000155363	0.03911126	0.8628044	0.07627499	0.1921747	-0.04436649	0.7408766
ENSG00000231607	ENSG00000155363	-0.07543286	0.7386553	0.1782798	0.002151666	0.1395791	0.2960281
ENSG00000254433	ENSG00000155363	0.3463241	0.1143589	0.2846769	6.924325e-07	0.2225416	0.0931403
ENSG00000229807	ENSG00000155363	0.2532549	0.2554574	0.448677	5.733353e-16	0.1965104	0.1392852
ENSG00000253636	ENSG00000155363	0.3528163	0.1072793	0.4588193	1.032886e-16	0.1637764	0.2192792
ENSG00000254162	ENSG00000155363	0.4816417	0.02322799	0.3547659	3.802995e-10	0.2961312	0.02400433
ENSG00000230615	ENSG00000155363	-0.1521432	0.4990968	0.01209039	0.8364539	0.1054902	0.4306361
ENSG00000232677	ENSG00000155363	0.4468901	0.03705812	0.1138014	0.05125823	0.00633048	0.9623838
ENSG00000258733	ENSG00000155363	-0.005117694	0.981967	0.0150146	0.7976694	-0.0424727	0.7515745
ENSG00000249602	ENSG00000155363	0.3945049	0.06923454	0.1350995	0.02049068	0.3658598	0.004738605
ENSG00000213963	ENSG00000155363	0.21907	0.3273243	0.3189983	2.229449e-08	0.2415439	0.06775238
ENSG00000269289	ENSG00000155363	0.06844141	0.762168	0.1069723	0.06700542	0.04547541	0.7346349
ENSG00000224985	ENSG00000155363	0.4039306	0.06227096	-0.001839049	0.9749515	0.3664199	0.004670275
ENSG00000261670	ENSG00000155363	0.320198	0.1462884	0.02257086	0.6999336	0.03259064	0.8081105
ENSG00000270157	ENSG00000155363	0.5623875	0.006441465	0.2775938	1.33268e-06	0.3824112	0.003051991
ENSG00000240291	ENSG00000155363	0.2592392	0.2440134	0.183538	0.001574958	-0.09947988	0.4575
ENSG00000270504	ENSG00000155363	0.1409002	0.5316847	0.1073867	0.06594818	0.09498098	0.4781924
ENSG00000230002	ENSG00000155363	-0.1489746	0.5081809	0.0605303	0.3009465	-0.02105873	0.87532
ENSG00000247498	ENSG00000155363	-0.2374761	0.2872557	0.03686238	0.5289697	0.02676521	0.8419216
ENSG00000254064	ENSG00000155363	0.416602	0.05376724	0.3204087	1.917349e-08	0.04515571	0.7364326
ENSG00000258700	ENSG00000155363	-0.2607442	0.2411884	-0.0723134	0.2163643	-0.1562794	0.2414
ENSG00000177788	ENSG00000155363	0.345767	0.1149819	0.2283231	7.797001e-05	0.349789	0.007112599
ENSG00000250742	ENSG00000155363	0.1718629	0.4444075	0.08479093	0.1469802	0.02537054	0.850061
ENSG00000235085	ENSG00000155363	0.0393739	0.8618916	0.4038103	5.869273e-13	0.2425362	0.06659673
ENSG00000232586	ENSG00000155363	0.2282843	0.306866	0.3638688	1.239806e-10	0.3911391	0.002397935
ENSG00000226251	ENSG00000155363	-0.3364698	0.1257436	0.1411439	0.01543785	-0.007214971	0.9571327
ENSG00000230212	ENSG00000155363	0.2324535	0.2978723	0.1517422	0.009164389	-0.1320953	0.3229332
ENSG00000261610	ENSG00000155363	0.4158203	0.05426443	0.1698377	0.00348961	0.1221097	0.3611693
ENSG00000231104	ENSG00000155363	0.2373559	0.2875071	0.2140145	0.0002182697	-0.05463458	0.6837646
ENSG00000228397	ENSG00000155363	-0.4658031	0.02890088	-0.1312636	0.02439432	-0.0687658	0.6080128
ENSG00000226647	ENSG00000155363	0.3126508	0.1565798	0.06011088	0.3043144	-0.04222585	0.7529724
ENSG00000229124	ENSG00000155363	0.04152534	0.854421	0.1002434	0.08619515	0.1760434	0.186211
ENSG00000225213	ENSG00000155363	0.2970673	0.1794082	0.1010735	0.08361257	0.2100441	0.1135271
ENSG00000259744	ENSG00000155363	0.1338513	0.5526099	0.1387165	0.01731843	-0.01093368	0.9350776
ENSG00000254635	ENSG00000155363	0.1484901	0.5095768	0.2694248	2.773102e-06	0.3516033	0.006800719
ENSG00000260037	ENSG00000155363	0.189558	0.398163	0.1798917	0.001957142	0.2249666	0.08953842
ENSG00000180769	ENSG00000155363	0.008967058	0.9684082	0.1034556	0.07654539	0.0643417	0.6313393
ENSG00000257761	ENSG00000155363	-0.06938537	0.758981	0.01913679	0.7438497	0.2287739	0.08410432
ENSG00000266289	ENSG00000155363	0.1853914	0.4088035	-0.01075104	0.8543571	-0.1742105	0.1909095
ENSG00000267583	ENSG00000155363	0.1415637	0.5297344	-0.1132342	0.0524365	-0.1423847	0.2863295
ENSG00000227617	ENSG00000155363	-0.000592447	0.9979123	0.05477897	0.3492911	-0.2614061	0.04746983
ENSG00000229591	ENSG00000155363	0.6312405	0.001630288	0.4512606	3.725115e-16	0.3307554	0.0112146
ENSG00000240449	ENSG00000155363	0.3825081	0.07893186	0.3198283	2.040298e-08	0.480292	0.0001358915
ENSG00000223768	ENSG00000155363	0.3285882	0.1354185	0.481397	1.843123e-18	0.4934572	8.288607e-05
ENSG00000262732	ENSG00000155363	-0.03726422	0.8692283	0.2382427	3.672234e-05	0.03744926	0.7801724
ENSG00000263301	ENSG00000155363	0.1820094	0.4175538	0.1883619	0.001174212	0.02843148	0.8322186
ENSG00000204792	ENSG00000155363	0.05536714	0.8066707	0.07950591	0.1739603	0.06514389	0.6270822
ENSG00000255320	ENSG00000155363	0.4087093	0.05895131	0.376368	2.509118e-11	0.4556807	0.0003250614
ENSG00000269947	ENSG00000155363	0.4071293	0.06003353	0.07361335	0.2081976	-0.02824693	0.8332921
ENSG00000223534	ENSG00000155363	0.03165547	0.8887825	0.117246	0.04456687	0.1277803	0.3391291
ENSG00000117242	ENSG00000155363	0.2509651	0.2599257	0.2406548	3.042761e-05	0.2616881	0.04722243
ENSG00000260804	ENSG00000155363	0.5814758	0.004533764	0.08024872	0.1699603	-0.1888336	0.1557197
ENSG00000266677	ENSG00000155363	0.1594997	0.4783183	0.347783	8.773782e-10	0.06203195	0.6436632
ENSG00000237481	ENSG00000155363	-0.03306248	0.8838708	0.4581837	1.151957e-16	0.1180806	0.377348
ENSG00000259485	ENSG00000155363	0.08854193	0.6951855	-0.01351986	0.8174388	-0.04665961	0.7279881
ENSG00000249937	ENSG00000155363	-0.1091109	0.6288477	-0.04184093	0.4748073	-0.2671913	0.04260128
ENSG00000251396	ENSG00000155363	-0.2860694	0.1968303	0.1265338	0.03007623	0.09034452	0.5000273
ENSG00000225778	ENSG00000155363	0.3782261	0.08262893	0.2123008	0.0002458193	-0.03413955	0.7991763
ENSG00000225138	ENSG00000155363	0.1745188	0.4372922	0.1229805	0.03505693	0.3776575	0.003471058
ENSG00000251364	ENSG00000155363	0.0670239	0.7669607	0.5148767	2.646466e-21	0.04133123	0.7580452
ENSG00000257953	ENSG00000155363	0.2610838	0.240554	0.3180967	2.454076e-08	0.2462999	0.06235597
ENSG00000226851	ENSG00000155363	0.276621	0.212682	0.1391337	0.01698167	0.4603988	0.0002764089
ENSG00000227354	ENSG00000155363	0.2275258	0.3085199	0.2889	4.64596e-07	0.2552823	0.05310976
ENSG00000228436	ENSG00000155363	0.002307747	0.9918678	0.2969293	2.136633e-07	0.4471662	0.0004330053
ENSG00000227117	ENSG00000155363	0.03095558	0.8912272	-0.0206606	0.7242504	0.03834469	0.7750523
ENSG00000266994	ENSG00000155363	-0.02418381	0.914927	0.2898548	4.241356e-07	0.05780984	0.6664368
ENSG00000256196	ENSG00000155363	-0.02601946	0.9084949	0.001527823	0.9791894	0.2593363	0.04931851
