lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value	Stg IV $estimate	Stg IV $p.value
ENSG00000268388	ENSG00000103222	0.1069469	0.07244411	0.1033114	0.4661039	0.1437294	0.1305628	0.04509917	0.7437068
ENSG00000245694	ENSG00000103222	0.3185618	4.284311e-08	0.1649559	0.2425549	0.2062778	0.02910414	0.6798565	1.142672e-08
ENSG00000245532	ENSG00000124574	0.2761069	2.40199e-06	0.3693273	0.007049263	0.3190719	0.0006059418	0.4582347	0.0004346772
ENSG00000268388	ENSG00000108846	0.008137241	0.8915952	0.1591415	0.2597895	0.1364493	0.1514117	0.3315902	0.01339606
ENSG00000278910	ENSG00000091262	0.2252296	0.0001326996	-0.04011963	0.7776463	0.3411426	0.00023244	0.2968612	0.02774389
ENSG00000268388	ENSG00000119688	0.2067634	0.0004638482	0.4686925	0.0004575308	0.2218129	0.01874962	0.1193872	0.3852994
ENSG00000268388	ENSG00000164163	0.06309276	0.2901735	0.2560096	0.06696707	0.2573654	0.006154185	0.1937453	0.1563893
ENSG00000245694	ENSG00000161204	0.308511	1.178813e-07	0.2690258	0.05378883	0.2106281	0.02580452	0.1162909	0.397831
ENSG00000268388	ENSG00000161204	0.2279155	0.000109644	0.427566	0.00156914	0.3952302	1.612417e-05	0.1726473	0.2075008
ENSG00000268388	ENSG00000118777	0.2499625	2.098608e-05	0.08509556	0.5486358	0.455276	4.57014e-07	0.1391613	0.3109245
ENSG00000268388	ENSG00000144827	0.1697986	0.004174805	0.3187558	0.02127085	0.3731599	5.073228e-05	0.1907029	0.1631237
ENSG00000268388	ENSG00000100997	-0.1539293	0.009500311	0.3096685	0.02548333	-0.1981186	0.03626243	-0.04820494	0.7267219
ENSG00000245694	ENSG00000248487	0.2767081	2.278998e-06	0.1604922	0.2557144	0.1375867	0.1479991	0.658444	4.658657e-08
ENSG00000268388	ENSG00000114779	0.198557	0.0007823424	0.2522763	0.07118822	0.1408137	0.1386322	0.1163468	0.3976026
ENSG00000245694	ENSG00000107362	0.3165188	5.278986e-08	0.1770209	0.2093235	0.2592145	0.005783129	0.1097478	0.4250848
ENSG00000268388	ENSG00000136379	0.05816629	0.3295586	0.05067942	0.7212415	-0.01061961	0.9115135	0.1238916	0.3674927
ENSG00000268388	ENSG00000140526	0.07214594	0.2263218	0.2260191	0.1071465	0.2287009	0.01529035	0.09990991	0.4679909
ENSG00000268388	ENSG00000011198	0.03967266	0.506239	0.3738719	0.006328125	0.214909	0.02287445	0.08303951	0.5466851
ENSG00000268388	ENSG00000127220	0.1415013	0.01722447	0.1254477	0.3755454	0.1279219	0.178903	0.06388397	0.6431007
ENSG00000268388	ENSG00000138443	0.06753705	0.2574605	0.2454717	0.07942384	0.3068445	0.000999508	0.01700228	0.9019448
ENSG00000245532	ENSG00000108798	-0.1728043	0.003544123	-0.01560329	0.9125772	0.02425916	0.799579	-0.1036153	0.4515631
ENSG00000268388	ENSG00000173210	0.1861001	0.001664592	0.06850017	0.6294355	0.1328582	0.1625745	0.1021068	0.4582126
ENSG00000268388	ENSG00000159842	-0.07010561	0.2397603	-0.203062	0.1487963	-0.01421438	0.8817503	0.1724072	0.2081431
ENSG00000268388	ENSG00000146386	-0.02637492	0.6586282	-0.1410721	0.3184947	-0.05026596	0.598659	-0.04045391	0.7693362
ENSG00000268388	ENSG00000166016	-0.2360718	6.056554e-05	-0.06549882	0.6445597	-0.1807154	0.05654816	-0.01258299	0.9273511
ENSG00000251562	ENSG00000278540	0.2270898	0.0001162976	0.2285205	0.1032139	0.2517502	0.007413952	0.2531883	0.06216993
ENSG00000245694	ENSG00000278540	0.1704611	0.004027685	0.3012355	0.02999779	0.1368326	0.1502552	0.1930743	0.1578567
ENSG00000245694	ENSG00000151498	0.04029951	0.4995382	-0.07521426	0.5961503	-0.001824842	0.9847648	-0.1308789	0.3408766
ENSG00000268388	ENSG00000177646	0.1153957	0.05248356	0.4118801	0.002414776	0.2626501	0.00514615	0.07167648	0.6030446
ENSG00000268388	ENSG00000196177	0.1862648	0.001648546	0.2491194	0.07492032	0.3733113	5.034886e-05	0.06285898	0.6484486
ENSG00000268388	ENSG00000131584	0.173689	0.003375672	0.1849258	0.1893665	0.2531502	0.00708018	0.3030778	0.02449663
ENSG00000268388	ENSG00000120437	0.1277871	0.03163323	0.1163521	0.4114033	0.1474814	0.1207135	0.02766793	0.8410769
ENSG00000251562	ENSG00000107897	0.124857	0.03578651	0.3887477	0.004397891	0.3801406	3.561857e-05	0.2960295	0.02820447
ENSG00000278910	ENSG00000110455	0.2577414	1.127767e-05	0.2514234	0.07218171	0.2334119	0.01325659	0.1005746	0.4650207
ENSG00000268388	ENSG00000078124	0.2564981	1.247125e-05	0.3238513	0.01917758	0.2602491	0.005584304	0.1945446	0.1546545
ENSG00000251562	ENSG00000078124	-0.000816829	0.989085	-0.05686628	0.6888439	0.1068237	0.2622691	0.2981808	0.02702598
ENSG00000245694	ENSG00000078124	0.3282622	1.55608e-08	0.326681	0.01809248	0.1004508	0.2919683	0.1884899	0.1681539
ENSG00000268388	ENSG00000144648	0.2308685	8.865869e-05	0.2689356	0.05387235	0.3529157	0.0001353195	0.146584	0.2855619
ENSG00000278910	ENSG00000144648	0.2490276	2.258205e-05	0.5451371	2.930978e-05	0.516805	5.429165e-09	0.2199704	0.1065908
ENSG00000268388	ENSG00000144476	0.1353404	0.02277494	0.1339053	0.3439431	0.3063405	0.001019878	0.3545893	0.007902211
ENSG00000251562	ENSG00000131473	0.1247236	0.03598603	0.08096651	0.5682688	0.1373649	0.14866	0.02804136	0.8389603
ENSG00000268388	ENSG00000131473	0.1284884	0.03070251	0.2252465	0.1083841	0.3457961	0.0001881676	0.2525538	0.06285015
ENSG00000251562	ENSG00000100412	-0.03690998	0.5363218	-0.06744968	0.6347124	0.01966487	0.8369483	-0.1981512	0.1470031
ENSG00000268388	ENSG00000177465	-0.05479874	0.358374	0.08366306	0.5554102	-0.07082458	0.4580505	-0.2074331	0.1286083
ENSG00000268388	ENSG00000097021	-0.1024979	0.08521703	-0.1561121	0.2690871	-0.1798645	0.05774092	0.1979697	0.1473813
ENSG00000251562	ENSG00000143727	0.1428175	0.016205	0.1011171	0.4756774	0.4300625	2.218505e-06	0.3462624	0.009608208
ENSG00000268388	ENSG00000143727	0.1195759	0.04444271	0.3986609	0.003418987	0.3582813	0.0001049999	0.06921582	0.6155755
ENSG00000245694	ENSG00000102575	-0.09296885	0.1186566	0.2145933	0.126588	0.03527391	0.7119555	0.2121228	0.1200024
ENSG00000245694	ENSG00000111644	0.134783	0.02334609	0.03234876	0.8199112	0.03462938	0.7169931	0.2251813	0.0983438
ENSG00000268388	ENSG00000111644	0.2618448	8.061818e-06	0.2218195	0.1140064	0.362966	8.382738e-05	0.06040446	0.6613265
ENSG00000251562	ENSG00000176715	0.1821361	0.002096477	0.09808455	0.4890787	0.387187	2.471953e-05	0.656168	5.3738e-08
ENSG00000245532	ENSG00000176715	0.04308642	0.4703234	0.1336379	0.344916	0.3452287	0.0001931125	0.6730451	1.809302e-08
ENSG00000268388	ENSG00000151726	0.2310053	8.778473e-05	0.4285515	0.001526158	0.297895	0.00142269	0.0619329	0.6532956
ENSG00000245694	ENSG00000123983	0.2111693	0.0003474061	0.2402705	0.08621131	0.1757954	0.06373361	0.003828555	0.9778685
ENSG00000268388	ENSG00000197142	0.01694485	0.776552	0.05982894	0.6735195	-0.04763957	0.6179222	0.01314755	0.9241009
ENSG00000251562	ENSG00000131069	0.02238454	0.7077002	0.2547658	0.06835058	0.2474835	0.008518545	0.1923841	0.1593766
ENSG00000268388	ENSG00000107796	0.2178354	0.0002218139	0.01074511	0.9397352	0.3617034	8.910316e-05	0.3588479	0.007136383
ENSG00000245532	ENSG00000075624	-0.1205182	0.04278059	-0.1149263	0.4171978	-0.1156959	0.2244585	-0.2416814	0.07546232
ENSG00000268388	ENSG00000075624	0.1179083	0.04751695	-0.03942027	0.7814259	0.06252442	0.512523	0.2314324	0.08911352
ENSG00000268388	ENSG00000072110	-0.01649502	0.7823331	-0.05419483	0.7027692	0.04985631	0.6016458	0.2237647	0.1005351
ENSG00000268388	ENSG00000138107	0.1722375	0.003656026	0.3044651	0.02819586	0.1421281	0.1349489	0.2818915	0.03706608
ENSG00000268388	ENSG00000138071	0.1412231	0.01744695	0.1841097	0.1913616	0.2712538	0.003816784	0.2645055	0.05099997
ENSG00000268388	ENSG00000115091	0.1423598	0.01655333	0.130305	0.3571888	0.2195791	0.02000772	0.2002146	0.142754
ENSG00000245694	ENSG00000115091	0.07530068	0.2066105	0.3574239	0.00928667	0.1480672	0.119229	0.008774224	0.9493063
ENSG00000268388	ENSG00000113812	0.07415077	0.2136466	0.3123348	0.02418045	0.2935849	0.001679764	0.1256002	0.360871
ENSG00000268388	ENSG00000184378	0.09765238	0.1011265	0.1931133	0.1701695	-0.02416364	0.8003516	0.0548754	0.6906896
ENSG00000268388	ENSG00000115170	-0.1259114	0.03424155	0.02699508	0.8493352	0.0302824	0.7512768	-0.1294236	0.3463187
ENSG00000251562	ENSG00000135503	0.2240755	0.0001439407	0.03738453	0.7924563	0.4957597	2.730628e-08	0.6198858	4.493985e-07
ENSG00000268388	ENSG00000121989	0.1098624	0.06495298	0.2051635	0.1445478	0.3282524	0.0004103197	0.2867585	0.03378638
ENSG00000251562	ENSG00000139567	0.09966632	0.09424952	-0.09591265	0.4987963	0.3337357	0.0003231805	0.3830324	0.003897226
ENSG00000268388	ENSG00000137845	0.07196109	0.2275169	0.2370699	0.09060857	0.286365	0.002206167	0.1433225	0.2965339
ENSG00000245694	ENSG00000148848	-0.09029368	0.1296841	0.3985226	0.003431197	0.07621683	0.4244545	0.1161953	0.3982219
ENSG00000268388	ENSG00000151694	0.1530005	0.009946903	0.3213482	0.02018296	0.369608	6.054919e-05	0.2725496	0.04409944
ENSG00000268388	ENSG00000114948	0.06162948	0.3015281	0.1318606	0.3514278	0.05832433	0.5413038	0.1084097	0.4307859
ENSG00000245532	ENSG00000151651	-0.08476062	0.1549845	0.2070132	0.1408836	-0.03363173	0.7248147	0.001295976	0.9925076
ENSG00000278910	ENSG00000145536	0.09016057	0.1302528	0.07300166	0.6070333	0.02061837	0.8291597	0.07614524	0.5805779
ENSG00000245694	ENSG00000087116	0.02937673	0.6226401	0.2719194	0.05116536	0.08928047	0.3492078	0.1234465	0.3692301
ENSG00000268388	ENSG00000087116	0.05176059	0.3856814	0.1199778	0.3968797	-0.1210291	0.2036715	0.2949949	0.02878634
ENSG00000268388	ENSG00000154736	0.2035457	0.0005707437	0.2823664	0.04254463	0.1748045	0.06526719	0.3323658	0.01316777
ENSG00000268388	ENSG00000163638	0.2370638	5.626646e-05	0.1360626	0.3361536	0.5065045	1.213452e-08	0.1868719	0.1719026
ENSG00000268388	ENSG00000105963	-0.05187594	0.3846221	0.06799028	0.6319946	-0.179801	0.05783073	-0.04340062	0.7530479
ENSG00000251562	ENSG00000184060	-0.1084318	0.0685453	-0.06918183	0.6260212	-0.01440368	0.8801872	0.1295748	0.3457509
ENSG00000268388	ENSG00000184060	0.1855657	0.001717635	-0.05336537	0.7071128	0.02417003	0.8002999	0.1542368	0.2608766
ENSG00000268388	ENSG00000160710	0.009751	0.8702704	0.2297805	0.1012757	0.1384482	0.1454531	0.0862464	0.5312511
ENSG00000251562	ENSG00000189007	0.4687268	7.300842e-17	0.3045302	0.0281605	0.6821859	1.215063e-16	0.7795579	2.352453e-12
ENSG00000251562	ENSG00000063761	0.1199697	0.04374152	-0.02405774	0.8655685	0.3138802	0.0007513519	0.3862775	0.003580938
ENSG00000268388	ENSG00000133597	0.05433317	0.3624783	0.2524148	0.07102792	0.1351568	0.1553613	0.2623484	0.05299268
ENSG00000251562	ENSG00000164742	0.03697383	0.5356167	0.02485246	0.8611707	0.1009922	0.2893622	0.5100577	6.952307e-05
ENSG00000278910	ENSG00000121281	-0.2242398	0.0001422875	-0.2503493	0.07344838	-0.0501586	0.5994411	0.01486883	0.9141993
ENSG00000268388	ENSG00000087274	0.1281901	0.03109552	0.2190192	0.1187635	0.3230866	0.0005117343	0.1136843	0.4085635
ENSG00000268388	ENSG00000020181	0.325322	2.123189e-08	0.08047166	0.5706434	0.291548	0.001815335	0.2572813	0.0579228
ENSG00000268388	ENSG00000123146	0.0859611	0.1492008	-0.07239058	0.6100542	0.03563721	0.7091215	0.004191115	0.9757733
ENSG00000268388	ENSG00000205336	-0.01083581	0.8559868	0.1610306	0.2541022	0.114157	0.230725	-0.05560742	0.6867749
ENSG00000251562	ENSG00000112414	0.1210929	0.04179268	0.03753869	0.7916196	0.2835622	0.00244782	0.278117	0.03978716
ENSG00000268388	ENSG00000117114	0.2726427	3.243878e-06	0.4247904	0.001696053	0.4669608	2.102777e-07	0.1898842	0.1649715
ENSG00000251562	ENSG00000117114	0.3359175	6.82139e-09	-0.101692	0.4731593	0.2587698	0.005870505	0.2853202	0.03472949
ENSG00000251562	ENSG00000162618	0.177877	0.002672482	0.03900983	0.7836465	0.3644529	7.79879e-05	0.2698449	0.04632868
ENSG00000268388	ENSG00000147576	0.07201094	0.2271942	0.1615601	0.2525233	0.1789599	0.05903161	-0.03737755	0.7864472
ENSG00000251562	ENSG00000147576	0.3939037	6.104152e-12	0.1686361	0.2320587	0.5252873	2.743158e-09	0.6718032	1.964903e-08
ENSG00000245532	ENSG00000147576	0.3694193	1.404082e-10	0.400943	0.003222963	0.4232602	3.325978e-06	0.8812463	6.940171e-19
ENSG00000240498	ENSG00000159346	-0.08440422	0.1567338	0.1194142	0.3991173	0.006034206	0.9496517	0.08849469	0.5205601
ENSG00000268388	ENSG00000006831	0.3213989	3.197703e-08	0.3983128	0.003449794	0.4119537	6.395816e-06	0.1685701	0.2185992
ENSG00000268388	ENSG00000156110	-0.05032828	0.3989823	0.1365	0.3345877	0.1193129	0.210204	0.02179029	0.8745293
ENSG00000245694	ENSG00000156110	-0.007638973	0.898196	-0.02902521	0.8381513	-0.07321574	0.4429742	-0.1737433	0.2045862
ENSG00000268388	ENSG00000128165	0.1579179	0.007778089	0.3343838	0.01539912	0.1593417	0.09332049	-0.03343428	0.8085262
ENSG00000268388	ENSG00000181915	0.1624582	0.006160888	0.5148084	9.433236e-05	0.4206147	3.884073e-06	0.1954428	0.1527221
ENSG00000245532	ENSG00000163485	-0.01114304	0.8519499	0.04987358	0.7254987	0.0204551	0.8304923	-0.2164664	0.1124291
ENSG00000245694	ENSG00000163485	0.02408519	0.6866239	0.3354449	0.01505639	-0.1189911	0.2114452	-0.06978241	0.6126803
ENSG00000278910	ENSG00000170425	0.07090758	0.2344129	-0.2731928	0.05004425	0.007772058	0.9351793	0.1374662	0.3169131
ENSG00000268388	ENSG00000170425	0.03875266	0.5161579	-0.2517291	0.07182429	-0.0286722	0.7641042	0.4909266	0.0001415428
ENSG00000278910	ENSG00000159322	0.1171714	0.04893102	0.1957159	0.1643745	0.3235988	0.0005007365	0.1538008	0.2622434
ENSG00000268388	ENSG00000169252	0.199187	0.0007521097	0.02249746	0.8742143	0.08283674	0.3852189	0.3963897	0.002735817
ENSG00000268388	ENSG00000111863	0.04087821	0.493394	0.1174004	0.4071733	0.01787258	0.8516304	0.02738657	0.8426724
ENSG00000245694	ENSG00000106624	0.07495853	0.2086863	0.4085837	0.002636961	0.1732656	0.06770816	0.3033942	0.02434034
ENSG00000245532	ENSG00000181026	-0.1156132	0.0520372	-0.2584082	0.064362	0.1470695	0.121766	0.1286208	0.3493438
ENSG00000245694	ENSG00000181026	0.3199068	3.730921e-08	0.1599346	0.2573915	0.238386	0.01136923	0.3519971	0.008402556
ENSG00000251562	ENSG00000181026	0.08983387	0.1316568	-0.05484191	0.6993871	0.4690328	1.826801e-07	0.5368341	2.386741e-05
ENSG00000268388	ENSG00000196526	-0.1188707	0.04572167	0.1596621	0.2582137	0.04799459	0.6153027	-0.002155435	0.9875392
ENSG00000251562	ENSG00000172493	0.3099633	1.020782e-07	0.1202893	0.395646	0.4877667	4.903874e-08	0.5815316	3.224731e-06
ENSG00000268388	ENSG00000144218	0.02547222	0.6696111	-0.1112915	0.4321778	0.04493824	0.6380092	-0.05679877	0.6804211
ENSG00000251562	ENSG00000141385	0.08388297	0.1593189	0.03936894	0.7817035	0.2740839	0.00345224	0.148765	0.2783759
ENSG00000245532	ENSG00000135439	-0.1615367	0.006462368	0.04640724	0.7439035	-0.09984016	0.2949266	-0.1251359	0.3626633
ENSG00000251562	ENSG00000135439	-0.05889022	0.3235647	-0.0831227	0.5579759	-0.03157051	0.7410637	0.2578914	0.05731023
ENSG00000268388	ENSG00000146856	0.05940951	0.3193089	0.2119925	0.131364	0.2590521	0.005814889	0.1409921	0.3045388
ENSG00000268388	ENSG00000084693	0.1384586	0.0197977	0.443734	0.0009843832	0.3086161	0.0009308116	0.01693927	0.9023064
ENSG00000251562	ENSG00000084693	0.0768431	0.1974377	0.0872734	0.5384131	0.2516772	0.007431725	0.337618	0.01170789
ENSG00000245532	ENSG00000084693	-0.02358512	0.6927971	-0.07646606	0.5900315	0.08193846	0.3904109	0.02701394	0.8447864
ENSG00000251562	ENSG00000204305	0.1234171	0.03799151	-0.01912403	0.8929557	0.1192209	0.2105583	0.1968191	0.1497957
ENSG00000268388	ENSG00000164252	0.1625161	0.006142383	0.3281928	0.01753439	0.334844	0.0003077901	0.443304	0.0006998786
ENSG00000251562	ENSG00000162688	0.2462603	2.800676e-05	-0.02192146	0.8774097	0.232781	0.01351449	0.5129932	6.210215e-05
ENSG00000268388	ENSG00000123908	0.1067022	0.07310341	0.1565297	0.2677924	0.3708602	5.690178e-05	0.1939951	0.1558457
ENSG00000268388	ENSG00000204310	0.1708653	0.003940226	0.287341	0.03887983	0.4041757	9.893681e-06	0.1829954	0.1811304
ENSG00000245532	ENSG00000160216	-0.1222702	0.03982898	-0.1824366	0.1954984	0.02883694	0.7627888	0.007894939	0.9543807
ENSG00000268388	ENSG00000135744	0.05592537	0.348563	-0.08059516	0.5700504	-0.007309312	0.9390311	-0.06557632	0.6343101
ENSG00000245694	ENSG00000135049	0.1987967	0.0007707098	0.2469333	0.07759437	0.1338767	0.1593482	0.00532277	0.9692346
ENSG00000268388	ENSG00000177674	0.08250042	0.166331	0.1628492	0.248707	0.03790908	0.6914899	0.1999916	0.1432087
ENSG00000130600	ENSG00000101444	-0.09061607	0.1283147	-0.07164945	0.6137265	-0.1654867	0.08120383	-0.1288169	0.3486035
ENSG00000268388	ENSG00000101444	0.1142976	0.05478567	0.1196687	0.3981063	0.05530985	0.5624398	0.2361006	0.08267377
ENSG00000278910	ENSG00000124942	-0.100044	0.09300248	-0.1353409	0.3387471	0.1473685	0.1210012	0.038306	0.781272
ENSG00000268388	ENSG00000185567	-0.2592369	9.985435e-06	-0.1931337	0.1701235	-0.2647093	0.004795067	-0.03020688	0.8267088
ENSG00000245532	ENSG00000185567	0.02592335	0.6641133	0.06514099	0.6463726	-0.1392546	0.1430999	-0.2003562	0.1424658
ENSG00000245694	ENSG00000106546	0.001778851	0.9762326	0.1077939	0.4468737	0.03056486	0.7490335	0.09385682	0.4955046
ENSG00000251562	ENSG00000106546	-0.01720943	0.7731574	-0.1368534	0.3333262	-0.1551328	0.102415	-0.2662497	0.04943363
ENSG00000268388	ENSG00000063438	0.1711409	0.003881599	0.1813165	0.198303	0.1747334	0.06537833	-0.02792887	0.8395978
ENSG00000245694	ENSG00000156709	0.1901283	0.001310549	-0.1000802	0.4802375	0.1340572	0.1587815	-0.1547453	0.2592889
ENSG00000268388	ENSG00000156709	0.2060523	0.0004857318	0.07637723	0.5904648	0.4191166	4.23823e-06	0.2283275	0.09360955
ENSG00000268388	ENSG00000042286	0.09534398	0.1094915	0.2146144	0.1265498	0.2749123	0.003351612	0.07958477	0.5635496
ENSG00000245694	ENSG00000042286	0.1852603	0.001748633	0.2553555	0.06769179	0.1132249	0.2345799	0.3002357	0.02593915
ENSG00000268388	ENSG00000164022	0.1206608	0.04253359	0.3516056	0.0105878	0.3668615	6.932667e-05	0.2406959	0.07669818
ENSG00000245694	ENSG00000164022	0.2237796	0.0001469629	0.3199914	0.02074632	0.1911403	0.04350808	0.2344264	0.08493985
ENSG00000268388	ENSG00000106305	0.1158839	0.05148612	0.2386064	0.08847634	0.2010567	0.03353068	0.1849874	0.1763451
ENSG00000245532	ENSG00000129474	-0.01198175	0.8409493	-0.04039741	0.7761464	0.1435072	0.1311649	0.03717485	0.7875782
ENSG00000268388	ENSG00000106992	0.1456841	0.01416544	-0.02585964	0.8556033	-0.07435993	0.4358603	0.2799084	0.03847586
ENSG00000268388	ENSG00000147853	0.1566968	0.008273178	0.5371814	4.026348e-05	0.3585914	0.0001034571	0.05766328	0.6758242
ENSG00000268388	ENSG00000162433	-0.1913671	0.001216454	0.003742371	0.9789936	-0.01171835	0.9024015	-0.146505	0.2858244
ENSG00000245694	ENSG00000162433	-0.168562	0.00446245	0.08545007	0.5469654	0.01934233	0.8395864	0.04126635	0.7648352
ENSG00000268388	ENSG00000154027	0.1615329	0.006463644	0.1495458	0.2899917	0.1034057	0.2779317	-0.06347124	0.6452519
ENSG00000268388	ENSG00000011243	0.1887664	0.001421663	0.08241459	0.5613464	0.3774843	4.078881e-05	0.03058643	0.8245655
ENSG00000268388	ENSG00000085662	0.02382098	0.689883	0.1821357	0.196249	0.003467577	0.9710545	0.5429362	1.846631e-05
ENSG00000268388	ENSG00000162482	0.09339142	0.1169836	-0.06042186	0.670468	0.1449793	0.1272156	-0.05339944	0.6986073
ENSG00000130600	ENSG00000142208	-0.07764209	0.1928043	0.2272173	0.1052486	0.02516339	0.7922743	-0.2211794	0.1046314
ENSG00000251562	ENSG00000105221	0.2549165	1.416334e-05	-0.01649489	0.9076028	0.1497776	0.1149751	0.4850595	0.000174573
ENSG00000251562	ENSG00000023330	0.05150753	0.3880116	-0.1182635	0.4037091	0.2762162	0.003198559	0.09607579	0.4853222
ENSG00000268388	ENSG00000023330	0.1793674	0.00245632	0.1670372	0.2365798	0.4296679	2.271792e-06	0.1111854	0.4190078
ENSG00000268388	ENSG00000165092	0.2080767	0.0004258178	0.1879177	0.18218	0.2731879	0.003564112	0.08288976	0.547411
ENSG00000245694	ENSG00000165092	0.2516329	1.83968e-05	0.1385173	0.3274255	0.04204649	0.659806	0.3703363	0.005384051
ENSG00000245694	ENSG00000184254	-0.02437273	0.6830838	-0.01511237	0.9153176	0.1208701	0.2042706	0.1789721	0.19108
ENSG00000268388	ENSG00000184254	-0.135976	0.02213852	-0.2618479	0.06076864	-0.136594	0.1509743	-0.0246553	0.8581922
ENSG00000268388	ENSG00000137124	0.1310459	0.02750388	0.08518233	0.5482268	0.2223767	0.01844309	0.3062958	0.02294543
ENSG00000268388	ENSG00000111275	0.2302688	9.258838e-05	0.256112	0.06685408	0.2870801	0.002148064	0.2234547	0.1010197
ENSG00000245532	ENSG00000006534	0.05115123	0.3913069	0.1065496	0.4521673	-0.06336	0.5068925	-0.2667496	0.04899205
ENSG00000245694	ENSG00000006534	-0.04801547	0.4210307	0.1800881	0.2014118	-0.005549137	0.9536943	0.01424939	0.9177612
ENSG00000245532	ENSG00000132746	-0.08932057	0.1338862	-0.02036301	0.8860651	-0.1235576	0.1943146	-0.1289013	0.348285
ENSG00000268388	ENSG00000159423	0.02528798	0.6718615	0.1450901	0.3047648	0.2284666	0.01539824	0.1133663	0.4098843
ENSG00000268388	ENSG00000119711	0.116871	0.04951759	0.1819941	0.196603	0.3287546	0.0004015203	0.01039594	0.9399526
ENSG00000268388	ENSG00000143149	0.2365333	5.852863e-05	0.3364897	0.0147253	0.4004946	1.211679e-05	0.09436664	0.4931554
ENSG00000245532	ENSG00000149925	-0.02994495	0.6159244	-0.2261968	0.1068633	-0.07082671	0.4580369	-0.06112618	0.6575296
ENSG00000245694	ENSG00000149925	0.1043897	0.07958026	0.04454429	0.7538547	0.02181531	0.8194063	0.2316084	0.08886381
ENSG00000245694	ENSG00000109107	0.02590542	0.6643315	0.1440984	0.3081176	0.1558891	0.1007315	0.3908539	0.003173468
ENSG00000251562	ENSG00000109107	-0.08295672	0.1639917	-0.1177947	0.4055886	0.02256929	0.8132764	0.001252654	0.9927581
ENSG00000268388	ENSG00000109107	0.05825591	0.3288127	0.1440269	0.30836	0.02747611	0.7736744	0.1658443	0.2262462
ENSG00000268388	ENSG00000172339	0.2973813	3.462704e-07	0.279914	0.04445293	0.485398	5.816395e-08	0.1369941	0.3185939
ENSG00000251562	ENSG00000120697	0.07057319	0.2366323	0.01215236	0.9318601	0.2105008	0.02589634	0.4643653	0.000355195
ENSG00000251562	ENSG00000100601	0.2196416	0.0001959606	0.0806936	0.5695779	0.4636159	2.633827e-07	0.4340145	0.0009312344
